m_urn,age,gender,ethnicity,nationality,n_followers
urn:li:member:2894938,33,Male,Black,south_asian,0
urn:li:member:25046173,45,Male,White,celtic_english,1472
urn:li:member:64277616,43,Female,White,muslim,493
urn:li:member:21573020,55,Male,White,european,3625
urn:li:member:5240960,70,Male,White,european,544
urn:li:member:181066643,57,Male,Asian,celtic_english,258
urn:li:member:1310886,43,Male,Black,south_asian,960
urn:li:member:10052742,42,Female,White,celtic_english,6310
urn:li:member:244930,56,Male,White,hispanic,1864
urn:li:member:35464554,28,Male,Asian,east_asian,218
urn:li:member:33398070,55,Male,White,celtic_english,527
urn:li:member:213265266,19,Male,White,south_asian,175
urn:li:member:342412055,42,Male,White,celtic_english,331
urn:li:member:5884605,48,Female,White,celtic_english,1404
urn:li:member:8713453,35,Male,White,celtic_english,2268
urn:li:member:4887024,57,Male,White,celtic_english,1145
urn:li:member:122749081,27,Male,Asian,celtic_english,687
urn:li:member:97228740,32,Female,Asian,east_asian,1304
urn:li:member:4144646,49,Male,Asian,east_asian,1067
urn:li:member:28472229,40,Male,White,celtic_english,931
urn:li:member:120160,35,Female,White,celtic_english,6081
urn:li:member:41941534,48,Male,White,south_asian,278
urn:li:member:68055495,52,Male,White,european,0
urn:li:member:5304788,42,Male,White,celtic_english,482
urn:li:member:13627664,49,Female,Black,south_asian,746
urn:li:member:5955397,53,Male,Black,celtic_english,204
urn:li:member:28110294,42,Female,White,hispanic,800
urn:li:member:12439219,39,Female,White,european,285
urn:li:member:1064060,42,Male,Black,muslim,2359
urn:li:member:121943002,28,Male,Asian,east_asian,291
urn:li:member:232389854,36,Female,White,east_asian,173
urn:li:member:11660446,36,Male,White,african,3117
urn:li:member:1845306,43,Male,White,celtic_english,1270
urn:li:member:223659265,36,Female,White,european,436
urn:li:member:14849677,51,Female,White,celtic_english,816
urn:li:member:5595459,47,Male,White,celtic_english,798
urn:li:member:20702311,36,Male,White,european,348
urn:li:member:26263887,48,Male,White,european,460
urn:li:member:7294734,47,Female,White,celtic_english,944
urn:li:member:184557061,43,Female,White,celtic_english,563
urn:li:member:12511511,49,Male,White,celtic_english,1520
urn:li:member:27661731,47,Male,White,celtic_english,2873
urn:li:member:61581353,42,Male,White,european,1260
urn:li:member:43778429,36,Male,White,south_asian,321
urn:li:member:3177967,47,Male,White,celtic_english,1534
urn:li:member:8744145,42,Female,Black,south_asian,1356
urn:li:member:17112606,38,Male,White,european,451
urn:li:member:108633641,23,Male,Asian,celtic_english,404
urn:li:member:3427556,43,Male,White,celtic_english,1372
urn:li:member:7705524,53,Male,White,european,1310
urn:li:member:88797703,32,Female,Asian,east_asian,625
urn:li:member:15268416,53,Male,White,celtic_english,743
urn:li:member:12445167,56,Male,White,celtic_english,387
urn:li:member:56154828,31,Female,White,south_asian,591
urn:li:member:139101884,41,Female,White,south_asian,903
urn:li:member:22570404,41,Male,Black,south_asian,765
urn:li:member:99467689,54,Female,White,celtic_english,946
urn:li:member:83990568,71,Male,White,european,327
urn:li:member:132471353,54,Male,White,celtic_english,317
urn:li:member:671123,36,Male,Asian,east_asian,1448
urn:li:member:143760657,49,Female,White,celtic_english,281
urn:li:member:99886398,32,Male,White,celtic_english,272
urn:li:member:3212454,44,Male,White,nordic,751
urn:li:member:112167493,23,Male,White,south_asian,1259
urn:li:member:26583944,51,Male,White,celtic_english,647
urn:li:member:7601969,55,Male,White,celtic_english,757
urn:li:member:193066799,54,Male,Black,celtic_english,290
urn:li:member:54536004,49,Male,White,celtic_english,466
urn:li:member:127010786,24,Female,Asian,east_asian,555
urn:li:member:12268574,47,Male,White,celtic_english,1967
urn:li:member:101344493,46,Female,White,hispanic,558
urn:li:member:48485,59,Male,White,celtic_english,1211
urn:li:member:11692775,46,Male,White,celtic_english,566
urn:li:member:187172478,65,Male,White,european,188
urn:li:member:3185581,38,Male,White,celtic_english,2276
urn:li:member:132480934,38,Female,White,hispanic,1243
urn:li:member:271184674,52,Male,White,celtic_english,447
urn:li:member:301710271,37,Female,White,celtic_english,252
urn:li:member:41791898,51,Female,White,south_asian,1127
urn:li:member:38878613,50,Female,White,european,1755
urn:li:member:89577416,35,Male,White,nordic,626
urn:li:member:115273735,34,Male,White,european,774
urn:li:member:108207234,44,Male,White,celtic_english,252
urn:li:member:53554265,23,Male,White,south_asian,834
urn:li:member:5830479,36,Male,White,european,1143
urn:li:member:166850650,31,Female,Asian,east_asian,275
urn:li:member:20159980,45,Female,Asian,celtic_english,429
urn:li:member:47415507,34,Male,White,celtic_english,1460
urn:li:member:56115121,35,Male,Asian,european,1063
urn:li:member:21646682,43,Male,White,celtic_english,463
urn:li:member:13366935,54,Male,White,hispanic,2634
urn:li:member:78927895,64,Male,White,celtic_english,182
urn:li:member:84117017,46,Male,White,hispanic,1400
urn:li:member:46050205,27,Male,White,european,531
urn:li:member:355757742,48,Male,Asian,east_asian,105
urn:li:member:235086839,31,Male,Asian,muslim,1070
urn:li:member:178690068,40,Male,White,south_asian,546
urn:li:member:13122765,53,Male,White,celtic_english,534
urn:li:member:142115817,48,Female,White,european,436
urn:li:member:5563549,39,Male,White,hispanic,912
urn:li:member:15094702,42,Male,Asian,east_asian,403
urn:li:member:89903024,40,Male,Black,south_asian,293
urn:li:member:62445588,23,Male,White,south_asian,571
urn:li:member:45139510,39,Male,White,hispanic,0
urn:li:member:149687858,38,Male,White,south_asian,447
urn:li:member:58831789,39,Male,White,muslim,471
urn:li:member:22418974,49,Male,White,celtic_english,905
urn:li:member:445797910,51,Male,Black,south_asian,256
urn:li:member:99324664,26,Male,White,european,2528
urn:li:member:25736469,48,Female,Asian,south_asian,1491
urn:li:member:114935085,45,Male,Asian,muslim,957
urn:li:member:246475199,24,Female,White,hispanic,377
urn:li:member:199783773,40,Male,Asian,muslim,424
urn:li:member:86559026,38,Male,Black,hispanic,498
urn:li:member:13588122,40,Male,White,celtic_english,2683
urn:li:member:176575674,49,Male,White,european,843
urn:li:member:6425431,29,Male,White,south_asian,1588
urn:li:member:5696408,34,Male,White,celtic_english,2553
urn:li:member:206631639,26,Female,Asian,east_asian,304
urn:li:member:13158206,30,Male,Asian,east_asian,849
urn:li:member:11932915,60,Female,White,european,831
urn:li:member:11303191,38,Male,White,celtic_english,2167
urn:li:member:23354106,43,Male,White,muslim,253
urn:li:member:24606105,42,Male,Asian,celtic_english,275
urn:li:member:106745983,24,Female,Asian,muslim,926
urn:li:member:168819794,63,Male,White,celtic_english,278
urn:li:member:11671079,35,Male,Asian,south_asian,582
urn:li:member:196468548,27,Male,White,celtic_english,1753
urn:li:member:135241182,30,Male,White,european,315
urn:li:member:781724,73,Male,White,european,4267
urn:li:member:3470672,43,Male,White,european,721
urn:li:member:178789688,35,Male,White,south_asian,667
urn:li:member:10198780,40,Male,White,south_asian,2632
urn:li:member:28195835,37,Male,White,south_asian,1306
urn:li:member:928558,52,Male,Asian,east_asian,382
urn:li:member:43420888,28,Male,White,celtic_english,1307
urn:li:member:128322883,33,Female,Asian,east_asian,57
urn:li:member:4379516,43,Female,Asian,east_asian,883
urn:li:member:29302827,42,Male,White,muslim,794
urn:li:member:200995,56,Male,White,celtic_english,572
urn:li:member:1529931,63,Male,Asian,hispanic,12342
urn:li:member:305450,54,Male,White,celtic_english,2174
urn:li:member:21750420,59,Male,White,celtic_english,1747
urn:li:member:72068047,43,Male,White,muslim,838
urn:li:member:1331805,41,Male,White,celtic_english,0
urn:li:member:51139831,49,Female,White,celtic_english,416
urn:li:member:11664714,54,Male,White,celtic_english,1876
urn:li:member:134871155,23,Male,Asian,east_asian,741
urn:li:member:101882689,46,Female,White,european,610
urn:li:member:21644506,43,Male,White,south_asian,6532
urn:li:member:20245278,53,Male,Black,hispanic,1108
urn:li:member:265836450,54,Male,White,celtic_english,725
urn:li:member:27386658,60,Male,White,east_asian,926
urn:li:member:1138629,39,Female,White,south_asian,1691
urn:li:member:12994776,40,Female,White,european,500
urn:li:member:35347686,53,Male,White,celtic_english,307
urn:li:member:5164996,63,Male,White,european,2393
urn:li:member:10539998,43,Male,White,european,1044
urn:li:member:174771558,30,Male,White,south_asian,1658
urn:li:member:6997706,53,Male,White,european,408
urn:li:member:162359572,40,Male,Black,muslim,32
urn:li:member:16537508,42,Male,White,european,366
urn:li:member:38876401,42,Male,White,south_asian,669
urn:li:member:6656394,60,Male,White,celtic_english,1456
urn:li:member:26746437,42,Male,Asian,east_asian,1066
urn:li:member:1508206,38,Male,Black,south_asian,1130
urn:li:member:8788779,36,Male,White,european,1129
urn:li:member:17789689,58,Male,White,european,387
urn:li:member:98055416,33,Male,White,muslim,212
urn:li:member:159371088,34,Male,Asian,muslim,752
urn:li:member:372495,33,Male,White,hispanic,3092
urn:li:member:53055260,41,Female,White,east_asian,378
urn:li:member:81980102,30,Male,White,south_asian,817
urn:li:member:91200718,42,Female,White,hispanic,768
urn:li:member:1048933,50,Male,White,celtic_english,553
urn:li:member:10698710,29,Male,Asian,east_asian,513
urn:li:member:51507591,42,Female,White,muslim,939
urn:li:member:271628,47,Male,White,celtic_english,725
urn:li:member:150368416,50,Male,Black,african,388
urn:li:member:72075687,26,Male,Asian,east_asian,590
urn:li:member:6570798,39,Male,White,south_asian,721
urn:li:member:176205,59,Male,White,european,541
urn:li:member:162765639,45,Female,White,celtic_english,90
urn:li:member:30329242,41,Male,Black,south_asian,1338
urn:li:member:165213,45,Male,White,european,1723
urn:li:member:22894202,71,Male,White,muslim,3157
urn:li:member:185126672,56,Male,White,celtic_english,485
urn:li:member:2162559,69,Male,White,european,1419
urn:li:member:127424082,51,Male,White,hispanic,1107
urn:li:member:50897058,32,Male,Black,celtic_english,856
urn:li:member:249631609,42,Male,White,south_asian,1064
urn:li:member:10816788,26,Male,White,celtic_english,708
urn:li:member:31638808,45,Female,White,celtic_english,456
urn:li:member:371962895,57,Male,White,celtic_english,212
urn:li:member:111070473,24,Male,White,european,906
urn:li:member:18774322,56,Male,White,european,872
urn:li:member:72291033,26,Male,Black,south_asian,877
urn:li:member:10420506,41,Male,White,celtic_english,180
urn:li:member:27289270,46,Male,White,south_asian,786
urn:li:member:1114660,45,Male,White,celtic_english,621
urn:li:member:10882743,69,Male,White,muslim,548
urn:li:member:1956509,47,Male,White,celtic_english,769
urn:li:member:7856255,47,Male,White,celtic_english,4439
urn:li:member:14193181,52,Male,White,celtic_english,1189
urn:li:member:14855807,47,Female,White,celtic_english,445
urn:li:member:11759199,61,Male,White,east_asian,2452
urn:li:member:199344057,35,Male,White,celtic_english,588
urn:li:member:14940135,30,Male,White,hispanic,1977
urn:li:member:130784147,43,Male,Asian,muslim,394
urn:li:member:199604186,36,Male,White,celtic_english,1204
urn:li:member:6874444,45,Female,White,celtic_english,510
urn:li:member:1537004,55,Male,Black,muslim,736
urn:li:member:6857612,49,Male,White,celtic_english,1284
urn:li:member:34301690,34,Male,White,celtic_english,270
urn:li:member:82435525,49,Male,White,hispanic,396
urn:li:member:27616344,50,Male,White,south_asian,1394
urn:li:member:25710205,65,Male,Asian,east_asian,284
urn:li:member:1927845,45,Male,White,celtic_english,407
urn:li:member:117012988,33,Male,Asian,east_asian,536
urn:li:member:7650714,42,Female,White,european,410
urn:li:member:9728978,46,Female,White,nordic,1315
urn:li:member:5371517,46,Male,White,celtic_english,545
urn:li:member:6846940,45,Male,White,celtic_english,378
urn:li:member:45036520,40,Male,White,south_asian,765
urn:li:member:3663064,50,Male,White,celtic_english,1038
urn:li:member:36313375,50,Male,Black,celtic_english,2449
urn:li:member:183060560,48,Female,White,european,594
urn:li:member:106224349,36,Female,White,south_asian,118
urn:li:member:703109,31,Male,Asian,celtic_english,1836
urn:li:member:2716095,48,Male,White,muslim,1804
urn:li:member:2153415,46,Male,White,celtic_english,899
urn:li:member:369871320,18,Male,White,south_asian,5128
urn:li:member:19888641,41,Male,White,celtic_english,625
urn:li:member:657121,55,Male,White,nordic,480
urn:li:member:1517661,35,Male,White,muslim,1245
urn:li:member:20038781,54,Male,White,celtic_english,663
urn:li:member:82411507,43,Male,Black,muslim,1605
urn:li:member:7216630,67,Male,White,hispanic,1239
urn:li:member:10026025,58,Female,White,european,379
urn:li:member:40015455,41,Male,Black,south_asian,801
urn:li:member:182992197,45,Female,White,south_asian,254
urn:li:member:131799528,43,Male,White,south_asian,707
urn:li:member:5871790,64,Male,White,celtic_english,833
urn:li:member:1424285,41,Male,White,muslim,1673
urn:li:member:1448615,46,Male,White,nordic,1176
urn:li:member:7096014,35,Male,White,celtic_english,798
urn:li:member:78764330,52,Male,White,hispanic,1260
urn:li:member:1410343,59,Male,White,european,1639
urn:li:member:171702636,31,Male,Black,celtic_english,1368
urn:li:member:30168043,27,Female,Asian,celtic_english,282
urn:li:member:129310700,29,Male,White,european,496
urn:li:member:84275346,46,Male,White,muslim,3042
urn:li:member:72432445,46,Male,White,hispanic,1774
urn:li:member:127274350,57,Male,White,european,1374
urn:li:member:429161382,32,Male,White,south_asian,728
urn:li:member:50359648,31,Male,Black,south_asian,1306
urn:li:member:28184738,39,Male,White,celtic_english,1396
urn:li:member:285414,55,Male,Black,european,2370
urn:li:member:409505,45,Male,White,celtic_english,307
urn:li:member:56397195,43,Female,White,european,339
urn:li:member:89080267,42,Male,Asian,east_asian,2229
urn:li:member:7390507,41,Male,White,celtic_english,779
urn:li:member:24989298,40,Male,Black,south_asian,762
urn:li:member:15757696,49,Male,White,south_asian,245
urn:li:member:1291856,53,Female,White,hispanic,1027
urn:li:member:21963091,49,Male,White,south_asian,224
urn:li:member:270013151,21,Male,Black,south_asian,657
urn:li:member:23200534,44,Male,White,hispanic,671
urn:li:member:42784367,43,Male,Asian,east_asian,533
urn:li:member:12115936,36,Male,Asian,east_asian,552
urn:li:member:4066386,55,Male,White,celtic_english,726
urn:li:member:105632717,54,Male,White,hispanic,519
urn:li:member:58057660,40,Male,White,hispanic,398
urn:li:member:215400872,32,Male,White,european,531
urn:li:member:1109150,37,Female,Asian,east_asian,623
urn:li:member:5954141,51,Female,Asian,celtic_english,639
urn:li:member:81104713,55,Male,White,muslim,290
urn:li:member:3262791,53,Male,White,celtic_english,2499
urn:li:member:108195379,39,Male,White,celtic_english,156
urn:li:member:371740,28,Male,Asian,celtic_english,7020
urn:li:member:66616604,39,Male,Asian,east_asian,223
urn:li:member:48240084,50,Female,White,celtic_english,1067
urn:li:member:38718177,47,Male,Asian,european,63
urn:li:member:2612010,27,Male,White,south_asian,2699
urn:li:member:23254400,44,Male,White,hispanic,392
urn:li:member:125019835,28,Male,White,muslim,398
urn:li:member:32119723,40,Male,White,celtic_english,347
urn:li:member:13986823,27,Male,White,south_asian,2214
urn:li:member:49467786,68,Male,White,celtic_english,553
urn:li:member:47614139,45,Male,White,south_asian,566
urn:li:member:201849135,49,Male,White,celtic_english,337
urn:li:member:2556217,44,Male,White,celtic_english,820
urn:li:member:26723543,39,Male,White,south_asian,848
urn:li:member:557342724,47,Male,White,celtic_english,229
urn:li:member:11121952,48,Male,White,south_asian,3853
