c_name,c_id
Dev Bootcamp,18936
Geek22,18937
trivago,18938
Panasonic,18939
Unify,18940
Yosho,18941
Circle.com,18942
Business 2.0,18943
Burnham Real Estate,18944
Liberty Fiduciary Services,18945
"AbeBooks, an Amazon company",18946
Stadtmarketing Bamberg,18947
The Dezac Group Ltd,18948
Adestra,18949
"Monetate, Inc.",18950
Sailthru,18951
EmailLabs,18952
Auna,18953
SHS Polar,18954
Solution Outsourcing,18955
Commerce D. C.,18956
BigBand Networks,18957
"Turbine, Inc.",18958
The Story Hat,18959
HBO Digital Products,18960
Arrowrock Corporation,18961
Healthwise,18962
"Accentient, Inc.",18963
Dunedin City Council,18964
Metropolitan,18965
The Shoprite Group of Companies,18966
Cadtech,18967
Department of Justice & Attorney General,18968
Department of Justice,18969
"Department of Justice and Attorney General, Brisbane, QLD",18970
Simon's Liquor Stores,18971
Cumberland Farms,18972
IBM Lotus Software,18973
Knutson Mortgage Corporation,18974
Fourth Shift Software,18975
Digi International,18976
Edgewater Consulting,18977
The College Board,18978
Patternmethics,18979
Psy Track,18980
Team Spinning Chairs,18981
Noisy Ninjas Studios,18982
"8th Shore, Inc.",18983
Engineering Interactive Systems at Queens University,18984
Engineering Interactive Systems at Queen's University,18985
Pulse Energy,18986
Shoply Limited,18987
Progressive Gaming,18988
Department of Parliamentary Services,18989
Delv,18990
Ergonics,18991
Cornelius Architectural Products,18992
Scobis Architectural Woodworking Products,18993
GRR Bear Development,18994
Central Pacific District of the Christian Missionary Alliance,18995
Southwestern Sign Services,18996
Casino Data Systems (purchased by Aristocrat July 2002),18997
Spintek Gaming Technologies Inc.,18998
R Fish & Veggies,18999
Moxxie,19000
TradeKey,19001
Creditpointe Services(We are now RAGE Frameworks- http://bit.ly/1hxdYq8,19002
HCL Technologies Ltd,19003
Convergys India Pvt. Ltd.,19004
Convergys India Pvt Ltd,19005
Presage Software,19006
Self Employed Contract Developer,19007
Lucas Learning LTD,19008
"KnowledgeCite Library, SilverPlatter Information, Inc.",19009
EBSCO Publishing,19010
"Gale, part of Cengage Learning",19011
Washington Research Library Consortium,19012
The National Institutes of Health,19013
St. John's Univ,19014
Middle Tennessee State University (MTSU),19015
Nantucket GmbH,19016
"IPC (IP Converge Data Services, Inc.)",19017
Fujitsu Enterprise Solutions Philippines,19018
National School Boards Association,19019
Parisinpad,19020
Memotrips,19021
Self-med,19022
Ticketmaster,19023
Responsys,19024
"Take One Productions, Sydney",19025
postproduktiv,19026
Krämer Marktforschung GmbH,19027
Dantis,19028
Odin,19029
Ballard Power Systems,19030
Topicus,19031
Copyright Advisory Group Commonwealth Schools Taskforce (MCEETYA),19032
Spruson & Ferguson,19033
"University of Technology, Sydney",19034
JNF Australia Inc.,19035
Nokia Maemo Devices R&D,19036
Independent Digital Media,19037
Krux Digital ,19038
Safeco Insurance Company,19039
Anna Le Photography,19040
UBS Service Center India,19041
CS Student Society,19042
Qbit Organizing Committee,19043
Oxford Mexican Society,19044
"Worcester College, University of Oxford",19045
Mind Foundry,19046
The Alan Turing Institute,19047
2003-2004,19048
Tata Group,19049
NM Incite,19050
Ampex,19051
Video System Engineering,19052
Fast Search&Transfer,19053
"FAST, A Microsoft® Subsidiary",19054
ADTELLIGENCE GmbH,19055
AppsBuilder,19056
madai,19057
Singapore Police Force,19058
ServiceMaster,19059
Hyperion Solutions (Now a part of Oracle),19060
PACE UNIVERSITY and THE UNIVERSITY OF BRIDG,19061
S&P Global,19062
Arthur Loke & Partners,19063
Dentons Rodyk,19064
The Lighthouse Partnership LLP,19065
Via Law Corporation,19066
Tehnofobija,19067
mscommunity.hr,19068
QS2 AG - Quality Software Solutions,19069
PSS Systems,19070
L3 Link Simulation & Training,19071
Micrografx,19072
McFarland Cascade,19073
SitesDynamic,19074
"Technology Enablers, Inc",19075
"OraMetrix, Inc.",19076
Valere Power,19077
Pelco by Schneider Electric,19078
Axians SE,19079
Nofeet AB,19080
"Atlas Business Solutions, Inc.",19081
"SME Networks Philippines Training Center, Inc.",19082
Aldus Corporation,19083
"Claris, Corp.",19084
Credant Technologies,19085
DigitasHealth (member of Publicis Group),19086
Navigation Arts,19087
PasteGroup LLC,19088
Sapient Consulting | Public Sector,19089
LinkedIn Pulse,19090
Cash Converters,19091
Siemens Technology India,19092
Eze Software Group / RealTick EMS,19093
LR GROUP,19094
??????? ???????? ?????? - ??????,19095
Mishor 3D,19096
SCREEMO,19097
8200 EISP,19098
Inno-Negev,19099
Kubiya UX,19100
Richardson GMP,19101
SkyBox Labs,19102
Ubiquitel PCS (Sprint Affiliate),19103
Kyocera Wireless,19104
DR Systems,19105
Strand Life Sciences,19106
Helix,19107
Bi-Mart,19108
Challenger Technologies Limited,19109
Valore Lifestyle Pte. Ltd,19110
Andios Pte Ltd,19111
Funksual,19112
Xceed,19113
RSTN Consulting,19114
SGA Recruitment Solution,19115
Spinneys Middle East,19116
PC LINK,19117
Kulicke & Soffa,19118
Network Rail,19119
Phones 4u,19120
Debenhams,19121
Burberry,19122
"ICPL, CMC",19123
Agile Learning Pvt Ltd,19124
TNS India Pvt Ltd,19125
First Continental Ltd.,19126
Enterprise of America,19127
Hengstmann Consulting GmbH,19128
Charles Barker Corporate Communications GmbH,19129
"Anne-Sophie Mutter / Artist, one of the greatest violin virtuosos of our time",19130
Smart Technology,19131
"ITS, The University of Queensland",19132
Brandworkz,19133
Collective,19134
Outbrain,19135
Tellabs,19136
"Cadillac Jack, Inc. an Amaya Company",19137
Konsultbolag1,19138
Fishbone Systems AB,19139
B3IT Connexions,19140
Chris Deweese,19141
REJIS,19142
"Information Today, Inc.",19143
St. Louis Day of .NET 2008,19144
St. Louis .NET User Group,19145
St. Louis Day of .NET 2010 Conference Committee,19146
NIEM National Training Event 2009,19147
Coders 4 Charities 2009,19148
Daugherty Business Solutions,19149
St Louis Day of .NET 2010,19150
St Louis Day of .NET 2011,19151
Art Technology Group,19152
Terranet,19153
"OASIS Technologies Ltd, Toronto, Canada",19154
TerraVision s.a.l,19155
IAPP - International Association of Privacy Professionals,19156
ATO,19157
F1 Solutions,19158
Beacon IT,19159
Australian Federal Police,19160
Ice Dragons Paddling Club,19161
Ice Dragons Inc.,19162
Nanjing Epsilon Networking,19163
South Australia Police,19164
Madderns Patent & Trade Mark Attorneys,19165
Meredith Corporation,19166
nRelate,19167
Semana de Empreendedorismo e Tecnologia - IST Taguspark,19168
SINFO - Semana Informática do IST,19169
Restart Europe,19170
Sydney Cancer Centre,19171
Aussie Home Loans,19172
Rubik Group,19173
"Voyager Innovations, Inc.",19174
Avandel,19175
CIAES Centro de Investigación Analisis y Estudios Socioeconómicos,19176
Madrid Plataforma del Español-Madrid Network,19177
Madrid Plataforma de Español-Madrid Network,19178
General Foundation of the University of Alcalá,19179
Repsol,19180
Probe Entertainment Ltd.,19181
Acclaim Studios London Ltd.,19182
UK Video Games Industry,19183
Sony Interactive Entertainment Europe,19184
International Software Solutions LLC,19185
Holowear Ltd.,19186
1000heads,19187
Universal Pictures Australia,19188
Arnold Furnace,19189
Caesars Entertainment Corporation,19190
Space Adventures,19191
"Giving Tree Group, LLC",19192
University Health System / University of Nevada School of Medicine,19193
R&R Partners,19194
CISCORP,19195
TrueCommerce,19196
"Laboratory of Computer virology, Bulgarian Academy of Science",19197
Harvard Club of Seattle,19198
Danish Probe,19199
Better Place,19200
SMS PASSCODE (now part of CensorNet),19201
Bytelab,19202
Philips Lighting,19203
contract positions,19204
Axiz,19205
Focus Rooms Conference and Event Venues,19206
The Hong Kong University of Science and Technology,19207
AARNet,19208
Materna GmbH,19209
Vanstar Corporation,19210
Quickstart Technologies,19211
Guchmu Hosting (self-employed),19212
BioCEDE,19213
Dealer Information Systems,19214
Michael Stutz Consulting,19215
Odd Otter Co,19216
HomeBells,19217
NowFloats,19218
Oklahoma State University,19219
King County Metro Transit,19220
PointyHat Software,19221
GLOTEK Teknoloji Geli?tirme Dan??manl?k ve E?itim Hizmetleri Ltd. ?ti.,19222
RDC Partner Bilisim Danismanlik,19223
Axiohm,19224
SRS,19225
Arklu Ltd,19226
FreightCorp,19227
Allianz Australia,19228
Rio Tinto Alcan,19229
Global Food Equipment,19230
Nucleus Software,19231
The University of Texas at Austin - Civil Engineering,19232
Koch Industries,19233
FullArmor Corporation,19234
Mobile App Center LLC,19235
Spirent Communications,19236
HELLA,19237
Rohtan ITS,19238
Yunshan Networks,19239
Distelli,19240
KBC Bank & Verzekering,19241
Wandsworth Borough Council,19242
MHWirth,19243
Hill Hofstetter Limited,19244
ENER-G Combined Power,19245
ArcelorMittal,19246
Pertemps Network Group,19247
Australian Government Department of Veterans' Affairs,19248
NCT,19249
DACHSER SE,19250
Sapphire Consulting Services,19251
Animal Emergency Hospital of Redmond,19252
Sound Solutions Veterinary Svc,19253
VetPronto - Mobile Veterinarians,19254
Love That Pet Group,19255
University of Wiscoonsin-Madison,19256
Telekom Austria Group,19257
Paybox Bank Ag,19258
Nantucket Corporation,19259
Distributed Systems Solutions International,19260
Enterprise ArchiTechs,19261
Foresight Services Corporation,19262
HackerAgency,19263
TrygTech,19264
ScienceVisuals,19265
Moog Inc.,19266
CrowdSporting Inc.,19267
PROMAS Consulting,19268
Microforum Inc,19269
"University of Waterloo, Ontario",19270
Dada S.p.A,19271
HNW,19272
WURK & PLEY,19273
Provoke Solutions,19274
"BlastAsia, Inc.",19275
ClinkIT Solutions,19276
Kapellman,19277
In process,19278
"Vision Solutions, Inc.",19279
Macadamian Technologies,19280
Earlier Career,19281
Cyberview Technology,19282
PokerTek,19283
Compaq Computer Corp,19284
DensBits Technologies Ltd.,19285
"AIT LTD, www.ait.org.ua",19286
"Scientific and Technical Centre 'Artillery and Riffle Weapon', CAD department",19287
Softline,19288
Construct-IT,19289
TMSOFT LLC,19290
Stitch Art Easy!,19291
Orient Overseas Container Line Ltd,19292
Compaq Computer Asia Pte Ltd,19293
Quintiles East Asia Pte Ltd,19294
Quintiles Hong Kong Ltd,19295
Mobile One Asia Pte Ltd,19296
"Microsoft, Asia Pacific Operations Centre (Japan, Asia Pacific, Greater China Region, India)",19297
"Microsoft, Asia Pacific & India",19298
Glen Eira Adult Learning Centre,19299
Device Magic,19300
Game Ventures,19301
Freelance developer & technical trainer,19302
Adelphi Digital Consulting Group,19303
Symform,19304
Customized T&OD Consulting,19305
Albasco.com,19306
Social Native,19307
St. Cloud State University,19308
Virus Defence Bureau,19309
Akbank,19310
CCTA (HM Treasury),19311
Sysrepublic,19312
4XRM,19313
Hewlett Packard (UK and Australia),19314
"Fermisa, S.A.",19315
Innovation Group North America,19316
Southpaw Solutions,19317
Base2 Agency,19318
The Harley Medical Group,19319
iProfile (SkillsMarket),19320
RHT SYSTEMS LIMITED,19321
Archer Daniels Midland Company,19322
NWG Tech,19323
Belfort Segurança,19324
Grupo Tracker,19325
Flexvision Universal Management,19326
Maestro Commerce (aquired by FrontRange Solutions),19327
GoldMine Software,19328
Axios Systems,19329
Widevine Technologies,19330
"eD' system Czech, a.s.",19331
"Microsoft Kabushiki Kaisha (MSKK), Japan",19332
Microsoft Product Development Limited (MPD),19333
"Microsoft Product Development Limited (MPD), Japan",19334
"Microsoft Corporation, U.S.A.",19335
"Facultad de Ciencias Exactas, Fisicas y Naturales de la Universidad Nacional de San Juan",19336
Biosnet - México,19337
Cima - IT,19338
"Instituto de Informática - FCEFyN, Universidad Nacional de San Juan",19339
Comunidad Killing Floor Argentina,19340
Cima Systems,19341
Gobierno de San Juan,19342
Universidad Nacional de San Juan,19343
"Ministerio de Producción y Desarrollo Económico / San Juan, Argentina",19344
"Facultad de Ciencias Exactas, Físicas y Naturales - UNSJ",19345
Zedar Comunidad Online,19346
forobitcoin.org,19347
Bay Networks,19348
Lake Washington School District,19349
Hopelink,19350
The American String Project,19351
CESAR - Center for Studies,19352
Bing Shopping Team,19353
Microsoft Subscription Platform Group,19354
Sync International Corporation,19355
Anzen Markets LLC,19356
Obama for America,19357
Walmart eCommerce,19358
Infobasys,19359
E-Shingle LLC,19360
Fifth Third Bank,19361
Coil Group,19362
C/D/H,19363
NH Learning Solutions Corporation,19364
Selene Finance LP,19365
Mott Corporation,19366
Sonexus Health,19367
BinaryThumb,19368
European University Institute,19369
LBi US,19370
dutzi designs,19371
KStar asutralia Pty Ltd,19372
Tru Blu Entertainment,19373
NextGen.Net,19374
AzoogleAds,19375
Infonauts | Infomen,19376
"Training and placement cell, IIT Guwahati",19377
"Veritas Software, KK",19378
OpenJaw Technologies,19379
TU Dortmund University,19380
Istanbul Technical University,19381
TUBITAK,19382
Unisahaf.com,19383
Abidos Bili?im Teknolojileri,19384
Nivid Biometrics,19385
Kaizen Infocomm Pvt Ltd,19386
Burson-Marsteller,19387
20th Century Fox Home Entertainment,19388
Quiksilver,19389
John Huxely,19390
Crown Casino Melbourne,19391
Corporate Solutions QLD Government,19392
Caretta,19393
Bilpark Bili?im Teknolojileri A.?.,19394
Clay Solutions - a SALTO Group company,19395
Jumio Corporation,19396
Alpha Saudi,19397
Fawry Banking and Payment Technology Services,19398
STC Solutions,19399
Newport Arms Hotel,19400
Atlas Travel Technologies,19401
Zivo Internet Solution,19402
IDEAS!,19403
Polymorphic Solutions,19404
Department of Child Safety,19405
Valintus,19406
Strategic ICT Consulting,19407
Strategenics,19408
Queensland Building and Construction Commission,19409
Online Courses Australia,19410
Bharti-British Telecom Internet Limited,19411
"Logica North America, Inc. - Boston - USA",19412
Al-Dahleh Group,19413
"Ministry of Higher Education,Riyadh,KSA",19414
Saudi Electricity Company,19415
Technology Directions,19416
Beta Information Technology,19417
The National Commercial Bank - AlahliNCB,19418
Competitiveness,19419
Arkadin,19420
Decision Technologies,19421
Intertek,19422
Microsoft Global Services,19423
Softenger,19424
Hands Danmark A/S,19425
Advania AX,19426
axhouse,19427
UXC Eclipse,19428
Kingsford Legal Centre,19429
"Yangcheng Science & Tech Enterprises Co. Ltd, China",19430
"The Institute of Cultural Research, Lancaster University, UK",19431
"Experimental Nuclear Physics Group, George Washington University. United States",19432
"Department of Computer Science, University of British Columbia, Canada",19433
"Holcomb Computer Consulting, LLC",19434
Candlelight Presentations,19435
Tata First Dot,19436
"8th Mile, 2014",19437
"Entrepreneurship Cell, RVCE",19438
Multex,19439
GSXXI / KWE,19440
Impact Management,19441
Blue Dog Technology,19442
NBC Universal,19443
PwC BOS,19444
Big Huge Games,19445
Alwatansa,19446
Digital Focus,19447
"TouchtoPay, INC",19448
DDLS Process,19449
Purple Griffon,19450
Comdisco,19451
Sirius Computer Solutions,19452
Winthrop Resources,19453
SearchPath Inc.,19454
"ERE Media, Inc",19455
"TRG, Karachi",19456
FAST-NUCES,19457
"IBA, Karachi",19458
Joseph Rowntree Foundation (JRF),19459
Action for Children,19460
HALOW (Birmingham),19461
IBM Rational Software,19462
MetLife,19463
Progressive Insurance,19464
McGraw-Hill Education CTB,19465
Danube Technologies,19466
QPass,19467
Agile Australia,19468
Scrum Alliance,19469
Agile NZ,19470
Meridian IT Australia,19471
Kitchens of Sara Lee,19472
Microsoft Corp,19473
"Telecity Group, Ireland",19474
"DATACOM, Melbourne",19475
SP Group,19476
Petco,19477
E-Top Tech,19478
Wistron,19479
Taylor's University,19480
Hilti Group,19481
Hilti Asia,19482
Groupe Crédit Agricole,19483
J&B Software India Pvt Ltd,19484
Verizon Data Services India,19485
My own Startup,19486
Caretower,19487
Misco,19488
Entatech UK Ltd,19489
Merrill Lynch HSBC Australia,19490
Investec Australia,19491
Paradigm,19492
Damovo,19493
Telmex,19494
On Sabbatical,19495
AVANSER,19496
Austlink Education Group?Sewoo Education Center?,19497
Auslife Education and Migration Center ,19498
Paylinx(a online payment company),19499
UBM Advanced Manufacturing,19500
Jobspring Partners,19501
AngelHack,19502
Vitamin T,19503
Hooch,19504
KPMG Hungary,19505
None,19506
Medix - Fauji Foundation Head Office,19507
HTMT Global Solutions Ltd.,19508
"Source One Communications (Currently HTMT, Hinduja group)",19509
Sykes,19510
West Corporation,19511
Sutherland Global Services (Client),19512
"Motif, Inc.",19513
Cylix Technologies,19514
TaxiTayo,19515
Bharti Airtel Project,19516
Fisher Towne & Associates,19517
Enterprise Business Solutions,19518
Evincible Solutions,19519
3P Solutions Pte Ltd,19520
ST Labs,19521
DirectWeb,19522
Intrinsyc Technologies Corporation,19523
Swype Inc.,19524
AVIOS - SEATTLE,19525
"FireEye, Inc.",19526
Minds Eye Merchandising,19527
CPM UK,19528
Owner - Self Employed Consultant,19529
Charteridge Consultants,19530
fuse8,19531
IndyCode,19532
Graph,19533
Serenova,19534
Mformation Software Technologies,19535
"Painted Valley, LLC",19536
Low Cost Wire,19537
Sonic Duo,19538
Skylink,19539
Buzz Monkey,19540
Havok,19541
Fortis,19542
QNH Consulting,19543
Gemeente Venlo,19544
Gemeente Nieuwegein,19545
Euretco Fashion,19546
Zilveren Kruis,19547
De Nederlandsche Bank,19548
Stichting Klachten en Geschillen Zorgverzekeringen,19549
Gemeente Hengelo,19550
HPE Software Canada,19551
The Rocks Security Services,19552
Tri-Paragon Security Services,19553
Rentokil Initial Australia,19554
LeisureCo,19555
Givetago Fitness,19556
Tattersalls Club,19557
Blue Fit Pty Ltd,19558
Bodyworks Life,19559
Sodexo,19560
Flick Anticimex,19561
CV Therapeutics,19562
Everex,19563
Enumclaw Courier Herald,19564
Seattle P-I,19565
Microsoft/Contract,19566
Freelance 3D technical,19567
Liquid Animation,19568
Inspirio,19569
ReportLinker,19570
Pearson Foundation,19571
Totem Content,19572
Palo Alto Networks,19573
Pristine Concepts,19574
Parker Hannifin,19575
AXCOR Consulting,19576
Iowa State University - Ames,19577
Priority5,19578
Kilpatrick Townsend & Stockton LLP,19579
Children's Rights,19580
Department of Employment and Work Relations (DEWR),19581
ASIS International,19582
MCT Proctor EMEA,19583
WARDY IT Solutions,19584
"TechED - Orlando, Florida",19585
IT Masters (CSU),19586
DITR,19587
Ozcruising,19588
Relating to Men,19589
ACT Health,19590
Microsoft Hellas,19591
Coverings,19592
Destiny Merchandising,19593
Nimbus Data,19594
Acecom Business Solutions Melbourne,19595
Longscale,19596
Pasoco Pte Ltd,19597
APACcache Pte Ltd,19598
Radical Company,19599
Ambition,19600
Kelly Executive,19601
MTU Australia,19602
Booz & Company,19603
Partner Business Consulting,19604
UC RUSAL,19605
Advanced Micro Design Ltd,19606
Reinhardt Australia,19607
Objectif,19608
Bulend Kutsal ICT Consulting,19609
Micro Response,19610
Macquarie Media Limited,19611
NSW Police Force,19612
Guestlogix,19613
Niche.com,19614
Addepar,19615
Silkcloud,19616
IT-BLOCKS | Professional Software Services,19617
Globesoft,19618
Qatar Datamation Systems,19619
Experian Data Quality UK,19620
"Etonal Media, Inc.",19621
New York University (ITP),19622
Wallop,19623
Rocket Paper Scissors,19624
appMixable,19625
Students' Association of Management and Marketing,19626
IDEO,19627
Green Gate Technology Partners,19628
Greene IS,19629
"Looi Consulting, LLC",19630
Prada,19631
Cellufun,19632
Mission Critical Studios,19633
Amoeba Labs,19634
Interlink prolific works,19635
IronKey,19636
Genius Direct Marketing,19637
Today One,19638
WorldChain,19639
BetweenMarkets,19640
GT Nexus,19641
RPT LTD,19642
Metalloinvest,19643
Kmart Corporation,19644
eMachines,19645
Acer America Corp.,19646
Greenwave Systems Inc,19647
Avantgarde,19648
LNE,19649
UNDP,19650
United Nations Volunteers,19651
Millennium Promise,19652
UNHCR,19653
Key Development Services,19654
PKL Recruitment,19655
RSP Consulting,19656
"Think Global Recruitment - Accountancy, Finance & Legal",19657
Beaumont People,19658
HR national,19659
Climasol d.o.o.,19660
E-pos reitve d.o.o. & Jamada d.o.o.,19661
Flip IT Cloud,19662
NIL Ltd.,19663
HSBC Australia,19664
Hill and Knowlton,19665
Jo Krenske Freelance,19666
Technical Glass Products,19667
Pacific Aluminum Company,19668
Sydney Tools,19669
Nexba Pty Ltd,19670
Gunmetal Studio,19671
Redpin Design,19672
AMD Far East Ltd.,19673
Renaissance Computing Institute,19674
JesCo Consulting,19675
Dimension Systems,19676
T-Mobile USA/VoiceStream Wireless/Western Wireless,19677
Spoken Communications,19678
Kent Messenger,19679
Evening Standard,19680
EMAP,19681
Painting and Design,19682
TTI-Chicago,19683
FrameFish,19684
SABRE Autonomous Solutions,19685
DAT,19686
Transform Consulting,19687
iSoftStone,19688
Paxterra Solutions Inc,19689
Ferrovial,19690
"Microsoft, Ireland",19691
Microsoft EOC,19692
Weatherford,19693
AWE Limited,19694
Mobikon Asia Pte. Ltd.,19695
Information Technology Institute (ITI),19696
Code95,19697
WorkForce Software,19698
Automatic Identification Technology Pte Ltd.,19699
IBM China Research Lab,19700
oDesk,19701
Zyman Group,19702
dunnhumby,19703
Foundation SP,19704
mcCreade Software,19705
TechnoDyne LLC,19706
Dare Foods Limited,19707
Trixgames,19708
Balance Consulting,19709
AML Consulting,19710
Credit Repair Australia,19711
Slacker,19712
-Ripple-,19713
NanoBrick,19714
Cellcom,19715
Advanced Recognition Limited,19716
Real Time Control PLC,19717
SSA Softwright Ltd,19718
Pentacom Communications Ltd,19719
Rosewood Sand Hill,19720
Winware AG (now a SAGE company),19721
Finch Switzerland AG,19722
PPN Schweiz AG (sold to Tamedia AG),19723
Research Systems Inc.,19724
InstantAudio.com,19725
"Morphine Software, Inc.",19726
Array Health,19727
Tulip Food Company,19728
Graf Beissel von Gymnich Vermögensverwaltung GmbH,19729
Atradius,19730
Argela Technologies,19731
DATAMARKET,19732
Shandon Business Consulting,19733
Liberty Group South Africa,19734
Lattelecom,19735
Li & Fung Limited,19736
Auckland University of Technology,19737
Albany Veterinary Hospital,19738
Howorth Communications,19739
University of Sydney / Independent Consulting,19740
Cisco Systems,19741
ControllTraining Ltd,19742
Calliditas Ltd,19743
Technical University of Budapest,19744
GLOBE-Info Ltd,19745
Albacomp IT Corp.          Budapest,19746
evoline Professional Services,19747
Simple,19748
SIEMENS INFORMATION SYSTEMS LIMITED,19749
ACCENTURE SOFTWARE SERVICES PVT LTD,19750
Auldhouse,19751
BDN Computer Solutions,19752
Coleridge Business Services,19753
Skeptics in the Pub,19754
ABSOLUTE ASSIGNED POLICIES LIMITED,19755
Newlon Housing Trust,19756
NATIONAL SECULAR SOCIETY,19757
Sporting Group,19758
Aircraft Carrier Alliance,19759
innocent drinks,19760
Standard & Poors,19761
News Queensland (News Limited),19762
IT Systems Hungary,19763
"IBM Haifa Labs, Haifa, Israel",19764
N-trig,19765
Redbend,19766
Secure Islands Technologies (acquired by Microsoft),19767
Intertel Systems,19768
MCSB Systems Pte Ltd,19769
Lanworks,19770
Southampton Solent University,19771
Sparrowhawk & Heald,19772
FiveTen Group,19773
ChannelPoint,19774
McDATA Corporation,19775
TLcom Capital LLP,19776
Envoda,19777
Thinking Networks,19778
Solv Technology,19779
AMC - Academic Medical Center,19780
Wang Laboratories,19781
Inacom,19782
NPower Indiana,19783
Flycke UK Ltd,19784
Novatti Group (ASX:NOV),19785
Oriensoft Technologies Pvt. Ltd,19786
"Red Bull, Stanford",19787
Microsoft/MSN Brazil,19788
CAKE Corporation,19789
NetCenter,19790
Softtek,19791
Smartleaf,19792
"Virtual Solutions, Inc.",19793
MBE Corporate Advisory,19794
First e-Finance PLC,19795
CBE Group of Companies,19796
CRIMSON CS,19797
Pasa Por Te (Peru),19798
Computer Answers Africa,19799
Sonak SA,19800
Insomnia.gr,19801
Piraeus Bank,19802
UniSystems,19803
C-Metric,19804
GrayMatter Software Services Pvt Ltd,19805
Independent Gaming,19806
Terabyte Interactive,19807
JD Edwards,19808
GRUPO ERCUS,19809
Tibra Capital,19810
Fatbrain.com,19811
Ceon Corporation,19812
"180SQUARED, INC.",19813
Bay Technologies,19814
Xansa,19815
Robotics Institute,19816
AFFINITY INTERNET INC.,19817
Shoop Technology And Consultancy,19818
"Kerr Group, Inc",19819
KeyTronicEMS,19820
Farmers Trading Company Ltd,19821
CNN,19822
Adshel,19823
Luxasia,19824
Intel Lab at Berkeley,19825
Amtelecom Inc.,19826
Microsoft - Kelly Services,19827
Eurocomputer systems d.o.o.,19828
eVision,19829
Infosistem,19830
myCollegeSTAT,19831
"Togetherville, Inc.",19832
Business Association of Stanford Entrepreneurial Students,19833
Meebo,19834
Playbook HR,19835
Paladion,19836
Exclusive Networks Asia,19837
ROAR Graphics,19838
InterGraphics,19839
ipSCAPE,19840
Mandoe,19841
Olszak Management Consulting,19842
NextJump Inc,19843
"Taylor Made Training Solution, UK",19844
Deutsche Aerospace AG (DASA),19845
Staticon GmbH,19846
Debis Systemhaus GmbH,19847
Mahindra Satyam BSG,19848
Applied Audio Systems,19849
MAC Cosmetics,19850
Cedar Cottage Cohousing dba Vancouver Cohousing,19851
MetroQuest Software,19852
Alcone,19853
Tech Connect,19854
Freespace Communications,19855
AON Networks,19856
Cranite Systems,19857
Innobuzz Knowledge Solutions Private Limited,19858
Synergy Consulting Inc.,19859
Sechaba Computer Services,19860
"SIMS Stores, Inc. (Manels Leathergoods Corporation)",19861
Manels Leathergoods Corporation (Corporate and Manels Total Department Store),19862
Manels Leathergoods Corporation,19863
Qbian,19864
Sparke Helmore Lawyers,19865
Subundo,19866
Delacon,19867
Concurrent,19868
Ansible Australia,19869
"Acquity Group, part of Accenture Interactive",19870
Accenture Interactive,19871
AAP Communication Services,19872
Urban Blue Espresso,19873
Sweet Ride Pty Ltd,19874
HSS Africa,19875
Business Solutions Africa,19876
CompuClearing,19877
Freelance Creator,19878
Daedalus Entertainment,19879
CNET,19880
Medicity,19881
OpenMarkets,19882
Siemens Business Services Inc,19883
INSZoom,19884
MetricStream,19885
Clicks of Innocence,19886
IMRglobal,19887
Parsons Designs Pty Ltd,19888
Reckon (Quicken Australia),19889
Derwent Howard,19890
GAMEparents,19891
APS/Quicken,19892
Charlton Media Group,19893
Promo Interactive Ogilvy Group,19894
Info Industries Group (IIG),19895
LolaGrove,19896
Visual Dynamics,19897
Deep7 LLC,19898
Bethesda Softworks,19899
Twelfth Night Productions,19900
D Constructed Media,19901
"Moon Bullet Studios, LLC",19902
UTC Aerospace Systems,19903
Steel Monkeys,19904
Use The Link,19905
Warecorp,19906
Advanced Software Designs Inc.,19907
Sunopsis,19908
Selfin,19909
"Magnet Systems, Inc.",19910
Cisco Meraki,19911
Broughton Systems,19912
Venturi Partners,19913
Markel,19914
Telvista,19915
Rodman Construction,19916
YKP,19917
FREELANCER,19918
Officer S/A,19919
Sprint Publishing & Advertising,19920
"Shook, Hardy & Bacon L.L.P.",19921
Sporton International Inc.,19922
SYSTEX,19923
"Denise Bois, LMP",19924
University of East London,19925
Natwest Global Financial Mkts,19926
Self-Employed Consultant,19927
Australian Careers Business College,19928
Specialist Dog Services International                          Sydney,19929
3 Minute Angels,19930
Amber Technology,19931
Sententia Pty Ltd,19932
Acro Service Corp,19933
Philippine Software Industry Association,19934
Investigo,19935
Ford Peterson,19936
American Medical Response,19937
Uberall Solutions (I) Ltd.,19938
XECOM Information Technologies Pvt. Ltd.,19939
Capital One Auto Finance,19940
The Hartford,19941
eWord Development,19942
Natera,19943
NEC Corp Phils,19944
NEC Components Phil Inc,19945
"John Clements Consultants, Inc.",19946
DataOne (Asia) Pte. Ltd,19947
VMC Singapore/Volt,19948
ECKO,19949
Fator,19950
Built to Roam Pty Ltd,19951
Swissworx Pty Ltd,19952
Mark Turnball & Associates,19953
Chipcom,19954
RSA Securities,19955
PowerSkill Sdn Bhd,19956
Scruffy Dog Media,19957
Popwire (now Telestream),19958
Institute for Infocomm Research,19959
Coding Technologies,19960
Serendipity Innovations,19961
Microsoft Skype Division,19962
Komputeroff,19963
Godel Technologies Europe,19964
Softeq,19965
Gloria Jeans Coffees Australia,19966
Retail Zoo,19967
"TubeMogul, Inc.",19968
RadiumOne,19969
Stay at home dad,19970
Aditi Litehouse,19971
