m_urn,beauty,beauty_female,beauty_male,blur,blur_gaussian,blur_motion,face_quality,smile,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_open,mouth_mask,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain
urn:li:member:13509719,65.869,74.932,65.869,0.892,0.892,0.892,88.318,95.449,None,4.2780733,-0.81518984,-6.3551707,0.0,100.0,0.0,0.0,1.024,2.731,8.449,2.09
urn:li:member:2046492,60.0,58.094,60.0,98.523,98.523,98.523,0.006,75.992,None,3.7320592,-4.0008674,-27.640903,0.0,100.0,0.0,0.0,19.868,37.872,0.82,1.673
urn:li:member:7710827,46.078,46.078,42.524,1.522,1.522,1.522,90.367,92.656,None,7.3677564,0.17405605,3.4102879,0.025,99.975,0.0,0.0,9.138,1.894,22.219,6.978
urn:li:member:8285456,67.049,67.426,67.049,0.344,0.344,0.344,82.45,16.304,Normal,-0.45717788,-3.7825074,9.933268,85.326,14.674,0.0,0.0,19.035,10.739,1.103,14.285
urn:li:member:27881855,54.598,57.859,54.598,0.365,0.365,0.365,51.473,38.305,Normal,7.46654,-0.22818337,15.115663,1.545,98.429,0.018,0.009,13.892,0.984,0.725,6.812
urn:li:member:175619518,81.613,86.786,81.613,0.145,0.145,0.145,57.494,95.556,None,9.041589,-1.2375028,13.9406805,0.0,100.0,0.0,0.0,19.612,7.875,3.17,45.397
urn:li:member:73268863,60.825,60.825,55.094,1.617,1.617,1.617,80.732,86.593,None,12.141762,1.5155339,-6.9983373,98.312,0.01,0.0,1.678,84.397,99.106,11.912,39.926
urn:li:member:8558789,52.356,52.356,48.642,0.061,0.061,0.061,81.7,63.215,None,1.2614411,-2.2427242,10.130593,0.0,100.0,0.0,0.0,1.772,2.095,2.944,17.579
urn:li:member:12767272,58.767,70.156,58.767,0.483,0.483,0.483,78.389,89.285,None,6.8047223,-4.8626986,10.027224,0.002,99.998,0.0,0.0,5.61,4.84,17.655,17.221
urn:li:member:37141146,69.445,74.624,69.445,3.859,3.859,3.859,74.509,4.266,None,-6.2669654,11.261117,-10.59468,98.791,0.468,0.0,0.741,54.653,4.414,5.146,1.116
urn:li:member:199971200,38.953,38.953,36.11,0.367,0.367,0.367,82.558,66.56,None,0.014055675,-15.852565,9.948042,98.481,1.519,0.0,0.0,43.477,13.284,0.467,81.666
urn:li:member:27370131,58.627,58.627,57.55,3.867,3.867,3.867,77.464,48.296,Dark,-6.8490906,-23.428413,-9.624335,0.001,99.999,0.0,0.0,64.666,8.172,0.19,82.814
urn:li:member:4452100,71.001,75.73,71.001,0.412,0.412,0.412,10.591,6.484,None,5.88467,2.5317385,-21.37119,100.0,0.0,0.0,0.0,3.959,2.015,9.551,2.541
urn:li:member:3851389,65.23,67.27,65.23,0.449,0.449,0.449,92.977,97.578,None,7.6857657,-5.0634384,-0.18437669,26.597,73.386,0.0,0.018,53.649,5.056,1.383,87.09
urn:li:member:34913532,43.062,43.062,47.318,3.645,3.645,3.645,93.892,77.216,None,1.0448277,-3.319143,0.27717164,0.023,99.977,0.0,0.0,8.718,2.511,14.552,34.028
urn:li:member:4668159,50.527,50.527,43.605,0.38,0.38,0.38,93.695,87.828,None,2.9539566,2.801836,1.4736859,0.0,100.0,0.0,0.0,5.33,2.507,15.073,21.198
urn:li:member:96808254,53.494,47.029,53.494,98.335,98.335,98.335,0.006,45.789,Normal,-6.9517913,3.0178308,9.178791,99.73,0.27,0.0,0.0,0.11,9.439,3.332,1.512
urn:li:member:5295324,66.442,70.514,66.442,0.319,0.319,0.319,29.808,84.35,Normal,-9.932516,5.5419517,-17.709894,0.0,100.0,0.0,0.0,18.301,6.222,6.456,12.197
urn:li:member:11075951,64.641,64.161,64.641,0.373,0.373,0.373,89.978,1.884,None,5.546022,-1.024958,4.894997,100.0,0.0,0.0,0.0,62.213,1.987,1.327,15.111
urn:li:member:14728143,57.866,57.61,57.866,2.688,2.688,2.688,87.742,4.664,None,5.5158553,-4.988205,-5.8649526,99.999,0.001,0.0,0.0,5.29,5.329,2.866,5.139
urn:li:member:78801952,62.22,62.813,62.22,0.545,0.545,0.545,60.351,86.536,None,10.266074,-4.4662766,13.123711,90.335,9.665,0.0,0.0,1.656,4.038,5.568,3.17
urn:li:member:100560972,76.017,77.767,76.017,0.143,0.143,0.143,73.169,61.434,None,9.699144,-9.794098,10.713089,99.639,0.041,0.001,0.319,96.469,43.755,0.823,97.732
urn:li:member:5420134,65.517,72.731,65.517,0.926,0.926,0.926,92.78,90.285,None,2.19323,-3.5563567,2.9078093,0.007,99.993,0.0,0.0,23.818,1.63,7.323,33.811
urn:li:member:5282487,44.766,44.766,40.43,0.854,0.854,0.854,91.157,70.392,None,2.2678046,-7.971156,4.711808,0.0,100.0,0.0,0.0,10.912,6.273,1.393,7.389
urn:li:member:39952811,42.102,43.681,42.102,1.752,1.752,1.752,84.609,86.814,None,4.949401,-7.3328295,7.9564447,98.254,1.6,0.0,0.147,5.843,6.377,2.318,18.174
urn:li:member:76233184,53.574,53.574,51.792,0.502,0.502,0.502,93.329,49.707,None,1.4738549,-6.7233024,2.5165548,100.0,0.0,0.0,0.0,0.284,11.594,45.397,5.472
urn:li:member:44141226,80.235,84.136,80.235,0.508,0.508,0.508,87.179,98.436,None,1.15116,6.7374387,-7.7938747,0.035,99.965,0.0,0.0,0.826,0.966,91.013,10.524
urn:li:member:44094,52.43,56.952,52.43,0.645,0.645,0.645,93.3,60.061,None,-3.2104304,1.0745983,1.9167149,0.0,100.0,0.0,0.0,1.895,8.469,0.757,39.981
urn:li:member:2602480,47.576,46.168,47.576,99.738,99.738,99.738,0.006,4.326,None,15.163268,-1.7001194,73.40473,0.391,8.041,0.574,90.993,88.092,91.984,0.251,46.495
urn:li:member:1920189,56.925,56.925,44.118,0.307,0.307,0.307,40.995,96.364,None,3.5413513,-0.23664556,17.010857,0.0,100.0,0.0,0.0,80.806,1.197,0.512,99.347
urn:li:member:28793436,62.058,64.317,62.058,1.795,1.795,1.795,83.682,21.895,None,-16.72098,0.37171254,1.2668284,89.404,0.611,0.0,9.986,3.07,8.114,13.519,2.102
urn:li:member:5381468,51.061,53.642,51.061,0.351,0.351,0.351,87.299,69.412,Normal,-0.21990392,-7.6566095,7.917503,0.0,100.0,0.0,0.0,39.24,9.936,0.95,51.654
urn:li:member:35958746,66.541,70.884,66.541,0.414,0.414,0.414,89.078,18.499,Dark,0.7595887,-15.366013,-6.7761216,100.0,0.0,0.0,0.0,61.499,4.911,2.066,69.837
urn:li:member:12543049,48.639,48.639,42.1,0.345,0.345,0.345,66.728,95.886,None,2.7678683,-8.070538,13.411073,0.0,100.0,0.0,0.0,6.039,7.455,6.564,39.64
urn:li:member:85583821,63.321,67.846,63.321,3.114,3.114,3.114,89.623,79.437,None,1.4556805,-28.637869,5.5149755,0.0,100.0,0.0,0.0,2.861,6.928,29.187,12.196
urn:li:member:13486715,69.999,69.999,71.43,1.175,1.175,1.175,78.682,96.73,None,9.126385,-2.1617985,-9.128218,0.0,100.0,0.0,0.0,4.518,2.15,30.869,6.176
urn:li:member:738298,55.426,53.909,55.426,0.383,0.383,0.383,93.679,21.39,Normal,1.7790713,2.563906,-1.9215754,99.657,0.0,0.001,0.342,4.333,2.341,3.93,8.285
urn:li:member:3352686,59.716,64.302,59.716,11.802,11.802,11.802,87.985,1.278,None,7.7243805,-2.915396,-1.0151069,100.0,0.0,0.0,0.0,4.452,11.389,2.479,2.559
urn:li:member:70106985,73.195,75.527,73.195,0.351,0.351,0.351,89.699,44.832,None,8.835485,-4.738325,3.7014604,99.927,0.069,0.0,0.004,2.298,16.663,18.192,2.254
urn:li:member:104454231,56.565,48.486,56.565,75.253,75.253,75.253,0.006,88.339,None,5.7648525,-7.003401,4.1784754,0.0,99.998,0.0,0.002,1.032,11.178,2.416,10.206
urn:li:member:41085491,48.332,51.637,48.332,1.503,1.503,1.503,91.326,74.092,None,-3.482102,3.961049,3.9901693,0.0,100.0,0.0,0.0,3.242,7.874,3.718,5.082
urn:li:member:7393329,51.965,52.537,51.965,37.878,37.878,37.878,46.19,91.167,None,0.2592091,-14.380305,5.011548,0.0,100.0,0.0,0.0,8.842,4.661,0.725,30.695
urn:li:member:27389426,64.441,69.718,64.441,0.267,0.267,0.267,87.343,25.075,None,-1.9303881,0.47873393,-7.6214824,0.0,99.999,0.0,0.001,94.727,7.133,1.537,86.239
urn:li:member:125988203,69.335,70.455,69.335,4.469,4.469,4.469,75.915,62.398,Normal,18.49068,-1.1593909,2.7392304,100.0,0.0,0.0,0.0,19.838,6.253,0.491,3.486
urn:li:member:1136748,59.78,66.848,59.78,0.192,0.192,0.192,93.189,93.098,None,1.1764582,8.465821,-2.9178107,0.507,94.28,4.821,0.392,46.482,4.95,2.277,28.188
urn:li:member:7578078,49.772,49.772,47.779,0.425,0.425,0.425,83.615,95.591,None,0.09617504,-4.4316525,9.544829,79.213,20.78,0.0,0.007,8.135,10.746,7.236,11.355
urn:li:member:12551522,53.315,54.349,53.315,0.399,0.399,0.399,90.356,0.761,None,-4.4204855,-4.8114657,4.9460335,100.0,0.0,0.0,0.0,2.201,3.793,11.903,2.302
urn:li:member:23925880,68.674,69.631,68.674,60.936,60.936,60.936,0.006,5.627,None,3.7361639,-7.7605386,9.66553,100.0,0.0,0.0,0.0,2.665,1.4,58.662,5.79
urn:li:member:566111813,64.736,64.736,65.052,0.36,0.36,0.36,81.252,93.05,None,3.7685146,-14.789435,-9.809688,0.0,0.889,0.0,99.111,4.941,6.736,19.217,2.756
urn:li:member:16055191,57.467,68.017,57.467,0.281,0.281,0.281,93.467,10.28,None,3.76424,-3.8913953,1.5762684,100.0,0.0,0.0,0.0,99.156,98.751,1.465,34.85
urn:li:member:42666573,39.938,41.817,39.938,2.135,2.135,2.135,70.851,83.749,None,-4.9690437,-1.7939054,12.0164175,99.997,0.002,0.0,0.001,1.858,18.597,2.313,16.732
urn:li:member:69260273,57.849,63.316,57.849,0.11,0.11,0.11,70.305,46.012,None,-2.6375108,-4.8534293,12.791983,99.645,0.003,0.0,0.351,42.371,3.582,0.908,31.628
urn:li:member:154893721,58.212,58.212,51.059,0.053,0.053,0.053,3.137,91.19,None,10.059585,3.4321213,23.621,0.0,100.0,0.0,0.0,15.04,9.335,2.231,55.205
urn:li:member:10721522,63.053,62.461,63.053,1.032,1.032,1.032,90.935,25.61,None,11.138314,-2.751755,-0.37512338,99.997,0.0,0.0,0.003,1.334,8.327,1.752,1.481
urn:li:member:89856214,51.606,61.251,51.606,0.06,0.06,0.06,91.645,22.861,Normal,2.4918878,-6.1436863,4.4243393,29.358,69.16,0.0,1.481,0.954,6.831,2.887,2.726
urn:li:member:186811637,69.449,73.161,69.449,0.465,0.465,0.465,91.917,77.598,None,-0.35499054,-1.7717441,4.537552,100.0,0.0,0.0,0.0,0.61,0.963,91.471,1.97
urn:li:member:133894831,68.004,74.31,68.004,12.461,12.461,12.461,75.093,93.706,None,12.791074,-0.7978966,-5.6660624,0.123,99.875,0.0,0.001,1.514,7.178,31.331,4.099
urn:li:member:1578802,44.112,48.373,44.112,10.52,10.52,10.52,87.221,88.292,None,-1.341491,-3.795552,4.793017,0.0,100.0,0.0,0.0,0.266,3.361,27.646,0.129
urn:li:member:59625587,66.848,66.848,61.435,1.292,1.292,1.292,29.672,91.822,None,9.18702,9.668341,-17.755066,0.0,100.0,0.0,0.0,22.994,17.093,62.041,11.383
urn:li:member:149949337,43.97,48.116,43.97,0.411,0.411,0.411,91.291,94.475,Normal,-3.2388356,-12.290301,4.4519744,0.0,99.999,0.0,0.001,1.112,1.615,5.717,76.143
urn:li:member:50078234,71.906,70.44,71.906,0.361,0.361,0.361,92.563,89.636,Normal,-4.267345,-1.9160157,2.6815116,0.0,100.0,0.0,0.0,12.002,2.14,5.726,3.034
urn:li:member:37225038,56.549,56.771,56.549,0.357,0.357,0.357,93.334,53.888,None,3.3497078,-3.8794608,1.9269928,1.39,98.61,0.0,0.0,9.275,5.286,5.12,9.305
urn:li:member:44022371,57.243,57.876,57.243,8.59,8.59,8.59,85.369,98.841,None,-2.738041,15.158938,-6.2740726,0.001,99.999,0.0,0.0,4.399,7.505,7.941,1.44
urn:li:member:45702695,57.277,51.13,57.277,99.898,99.898,99.898,0.006,86.725,None,-0.48920628,-11.043072,1.1691337,0.008,99.991,0.0,0.001,3.079,6.601,6.051,7.089
urn:li:member:251452519,35.607,43.216,35.607,1.55,1.55,1.55,91.757,7.555,None,-7.4884133,-0.05867666,1.7294576,100.0,0.0,0.0,0.0,1.145,4.035,21.194,4.097
urn:li:member:325590921,89.087,90.22,89.087,0.134,0.134,0.134,9.447,35.761,None,-0.25569153,21.611496,21.925682,0.922,98.08,0.0,0.998,2.227,3.85,81.374,10.646
urn:li:member:44256304,66.334,66.334,63.329,1.119,1.119,1.119,14.221,23.831,None,-10.580878,4.132021,-20.12008,95.476,0.013,0.0,4.51,3.578,5.118,66.596,4.394
urn:li:member:4617408,39.749,44.577,39.749,14.829,14.829,14.829,67.364,80.486,None,8.624902,-4.316899,9.26736,0.063,99.908,0.0,0.028,0.294,6.141,21.66,0.319
urn:li:member:308242032,54.293,54.293,57.224,0.661,0.661,0.661,44.659,55.967,None,1.0520592,-14.268295,16.721905,0.0,100.0,0.0,0.0,36.057,11.437,2.979,23.804
urn:li:member:3632159,44.677,52.723,44.677,72.789,72.789,72.789,0.006,2.806,Normal,-21.632946,8.374703,-44.89354,0.002,99.996,0.0,0.002,0.499,3.493,7.625,35.443
urn:li:member:6164234,51.706,51.706,44.584,99.629,99.629,99.629,0.006,97.4,None,1.3395357,-18.01127,7.964773,0.0,100.0,0.0,0.0,27.537,7.926,1.296,14.51
urn:li:member:6253860,51.38,49.489,51.38,2.805,2.805,2.805,84.733,91.724,None,8.621171,-4.393748,6.450096,0.0,100.0,0.0,0.0,28.496,99.097,0.189,54.175
urn:li:member:65196399,53.132,58.964,53.132,6.66,6.66,6.66,86.841,99.264,Normal,8.441323,-5.3642354,-4.0059237,0.002,99.998,0.0,0.0,0.685,1.879,8.026,5.251
urn:li:member:475495298,66.087,66.087,62.152,5.394,5.394,5.394,90.71,93.351,None,6.336265,-4.86473,2.0118628,0.0,100.0,0.0,0.0,7.39,2.873,30.232,5.949
urn:li:member:46485420,41.221,48.662,41.221,1.251,1.251,1.251,83.63,35.507,None,13.990624,8.575944,-4.448527,0.0,99.994,0.001,0.005,29.928,3.8,7.096,82.34
urn:li:member:16082046,65.527,64.836,65.527,27.866,27.866,27.866,1.505,9.188,None,-2.660262,-16.411377,23.877316,92.693,0.608,0.0,6.699,2.003,4.35,46.381,3.119
urn:li:member:66853796,51.049,52.794,51.049,0.87,0.87,0.87,76.057,87.975,None,4.679805,-4.3015165,11.0638485,0.001,99.999,0.0,0.0,1.529,6.271,3.159,4.047
urn:li:member:92538785,63.032,63.032,59.72,0.291,0.291,0.291,76.601,79.572,Normal,7.5807695,-3.973014,10.380898,0.0,100.0,0.0,0.0,2.892,3.491,38.611,2.346
urn:li:member:10342290,45.103,46.441,45.103,0.78,0.78,0.78,93.096,4.845,Normal,-3.305808,-0.26152888,2.1397617,99.955,0.045,0.0,0.0,1.237,2.641,4.436,16.802
urn:li:member:97094182,67.702,73.179,67.702,2.306,2.306,2.306,93.437,92.693,None,4.354683,1.186065,-0.4232668,100.0,0.0,0.0,0.0,7.172,4.104,6.963,9.972
urn:li:member:255833946,58.128,58.128,54.386,0.051,0.051,0.051,21.524,50.453,None,0.23969097,-4.392362,19.790514,99.998,0.0,0.0,0.002,4.943,3.347,46.208,3.967
urn:li:member:11382279,64.567,62.031,64.567,0.328,0.328,0.328,89.368,78.849,Normal,4.0024214,-4.995598,5.8666453,100.0,0.0,0.0,0.0,3.433,1.572,4.951,1.87
urn:li:member:4393906,31.992,39.185,31.992,1.948,1.948,1.948,88.553,12.511,None,0.5821182,-5.565136,6.7522435,89.915,0.0,0.063,10.022,2.525,3.013,2.324,43.143
urn:li:member:27914269,48.451,52.502,48.451,2.629,2.629,2.629,91.616,84.155,Normal,-5.7674828,-16.75376,2.3680854,99.74,0.0,0.0,0.26,0.794,12.146,1.652,1.442
urn:li:member:5780174,59.66,64.241,59.66,0.366,0.366,0.366,91.289,46.89,None,7.481415,-0.19076303,2.786906,99.9,0.099,0.0,0.002,16.507,2.43,1.736,61.1
urn:li:member:117743042,60.744,65.259,60.744,0.356,0.356,0.356,83.862,70.082,Normal,2.6437843,-4.8005857,9.070745,2.951,97.048,0.0,0.0,3.361,3.761,31.1,5.96
urn:li:member:172759619,78.162,78.636,78.162,0.382,0.382,0.382,92.949,4.945,None,7.7583084,-2.5416186,-0.21757738,100.0,0.0,0.0,0.0,1.119,1.515,66.967,0.511
urn:li:member:1907736,70.303,73.479,70.303,0.482,0.482,0.482,56.019,97.89,None,16.00303,-12.834694,-11.866887,0.0,100.0,0.0,0.0,0.263,8.057,20.097,2.428
urn:li:member:125051952,69.168,75.98,69.168,1.439,1.439,1.439,60.958,35.124,None,11.44152,-0.36307168,-12.556474,0.0,100.0,0.0,0.0,99.863,87.302,0.367,99.834
urn:li:member:66632887,56.339,60.554,56.339,0.295,0.295,0.295,39.945,10.866,None,0.91787326,4.2849884,-17.352781,99.99,0.008,0.0,0.002,2.466,1.921,8.469,3.449
urn:li:member:252601,46.892,46.892,30.978,0.774,0.774,0.774,89.062,96.18,None,6.729758,-10.172925,5.0648875,0.0,100.0,0.0,0.0,81.99,6.247,0.96,74.899
urn:li:member:90868,51.693,57.142,51.693,0.061,0.061,0.061,91.035,21.062,Normal,-3.1045225,-5.393541,4.83944,0.003,99.997,0.0,0.0,76.68,5.517,1.019,99.698
urn:li:member:22859717,63.675,71.325,63.675,0.389,0.389,0.389,90.652,64.24,None,2.5230412,-10.975748,5.2364416,0.001,99.999,0.0,0.0,39.045,1.666,8.866,24.489
urn:li:member:31631781,45.752,45.752,44.15,0.817,0.817,0.817,83.16,93.937,None,5.385179,-3.3774137,8.6705675,0.0,100.0,0.0,0.0,2.091,3.627,9.598,6.737
urn:li:member:233893,52.766,53.522,52.766,0.219,0.219,0.219,79.407,95.194,None,-1.6808984,4.298926,-10.752001,0.0,100.0,0.0,0.0,21.584,3.739,21.162,19.812
urn:li:member:7082008,56.254,55.731,56.254,79.298,79.298,79.298,0.006,63.483,None,2.2347243,-2.5935092,0.16372816,96.801,3.197,0.0,0.002,5.994,2.947,18.796,3.798
urn:li:member:11747590,50.969,58.362,50.969,0.906,0.906,0.906,92.272,36.653,None,3.0980012,-5.996073,3.2701569,99.999,0.001,0.0,0.001,1.057,3.158,2.926,20.178
urn:li:member:4388299,43.04,56.194,43.04,0.038,0.038,0.038,85.647,94.824,None,6.589559,-6.18451,7.4042377,0.0,99.629,0.356,0.014,0.214,2.238,1.612,30.503
urn:li:member:145088335,57.962,57.962,54.322,0.366,0.366,0.366,89.109,99.608,None,9.972937,0.7342971,3.5796413,0.0,100.0,0.0,0.0,10.344,9.329,6.578,7.554
urn:li:member:42066362,61.43,59.889,61.43,1.96,1.96,1.96,93.221,11.679,None,-4.5291624,-1.9496696,-0.8986565,13.189,86.811,0.0,0.0,43.133,64.864,0.771,20.211
urn:li:member:44135531,48.918,56.353,48.918,15.798,15.798,15.798,85.541,74.171,None,3.8024275,5.983846,-2.9377668,0.0,100.0,0.0,0.0,8.978,1.949,2.497,25.379
urn:li:member:991336,36.563,38.636,36.563,0.362,0.362,0.362,62.354,1.321,None,-3.3344643,-5.0692987,14.077003,0.733,99.037,0.0,0.23,7.378,1.128,4.035,63.737
urn:li:member:75589536,41.769,54.645,41.769,65.808,65.808,65.808,0.006,47.188,Normal,-6.5196247,-1.7352105,27.980833,0.0,99.996,0.0,0.004,13.28,27.259,4.947,84.551
urn:li:member:5270685,65.966,77.229,65.966,0.159,0.159,0.159,93.055,87.02,None,7.6787066,-0.10072096,-0.1883877,0.002,39.274,0.0,60.724,1.614,1.817,6.194,13.891
urn:li:member:2581677,51.696,51.696,56.177,0.795,0.795,0.795,7.874,93.973,None,4.6347814,8.229016,22.104204,0.011,99.989,0.0,0.0,4.97,6.843,68.288,2.596
urn:li:member:85064664,63.935,61.726,63.935,0.286,0.286,0.286,82.907,92.397,None,11.76694,4.0737257,-6.5583825,0.0,100.0,0.0,0.0,12.132,5.557,12.259,6.257
urn:li:member:4700792,40.246,43.873,40.246,4.586,4.586,4.586,53.028,97.472,None,15.864422,-22.945658,11.831159,0.0,100.0,0.0,0.0,99.864,52.432,1.838,99.846
urn:li:member:14627265,43.144,49.193,43.144,0.395,0.395,0.395,90.843,25.258,None,-6.094787,-0.77929246,3.8949823,100.0,0.0,0.0,0.0,14.696,26.006,2.333,8.145
urn:li:member:157609694,74.516,74.516,74.284,32.356,32.356,32.356,12.227,17.951,None,3.3356428,6.355294,-17.486277,99.995,0.0,0.0,0.005,1.911,1.655,18.114,3.859
urn:li:member:6002025,45.395,51.857,45.395,0.672,0.672,0.672,86.93,14.86,None,-4.224934,13.746082,-7.2445107,100.0,0.0,0.0,0.0,4.552,99.773,1.926,24.68
urn:li:member:89410051,40.815,53.038,40.815,0.384,0.384,0.384,93.256,26.036,None,2.7592587,1.7958889,2.255587,99.991,0.0,0.0,0.008,2.717,6.853,10.291,6.242
urn:li:member:54402561,71.763,70.039,71.763,12.626,12.626,12.626,45.728,62.511,Normal,2.4271102,-2.01628,14.963171,99.923,0.076,0.0,0.0,4.696,14.261,1.393,2.106
urn:li:member:26740526,70.24,70.24,71.922,0.551,0.551,0.551,34.023,85.646,None,11.059115,4.105432,16.893576,0.0,100.0,0.0,0.0,8.331,4.539,71.36,4.227
urn:li:member:49527340,43.524,43.524,40.235,0.459,0.459,0.459,85.861,99.444,None,11.101235,-2.393949,5.279443,0.0,100.0,0.0,0.0,16.326,1.253,0.432,73.894
urn:li:member:9448635,67.349,66.355,67.349,1.068,1.068,1.068,78.086,83.622,Normal,5.9384904,4.7563176,-10.213467,0.0,100.0,0.0,0.0,3.131,3.105,22.0,19.719
urn:li:member:24862627,39.066,48.772,39.066,99.127,99.127,99.127,0.006,16.015,Normal,0.7269191,-0.5580655,6.545753,99.883,0.116,0.0,0.001,2.429,1.281,1.995,5.219
urn:li:member:152201056,73.392,73.392,70.936,0.375,0.375,0.375,73.019,75.574,None,7.0236173,0.64590067,11.411535,77.237,22.763,0.0,0.0,6.54,3.189,12.62,29.489
urn:li:member:21587004,38.565,39.911,38.565,44.325,44.325,44.325,27.712,39.803,Normal,2.4986248,-4.905936,-0.04940276,97.611,0.052,0.042,2.294,45.118,3.822,0.668,48.066
urn:li:member:4726653,69.493,71.682,69.493,0.338,0.338,0.338,94.138,84.384,None,0.44065222,19.24155,1.5572395,0.0,100.0,0.0,0.0,9.647,38.733,1.114,4.858
urn:li:member:6658411,57.99,60.527,57.99,0.473,0.473,0.473,90.136,67.892,None,8.343863,-6.7698836,3.5100827,99.83,0.003,0.0,0.167,2.313,2.54,72.704,2.762
urn:li:member:2488473,62.649,58.384,62.649,0.344,0.344,0.344,86.035,62.084,Normal,-1.4288261,-8.117047,8.351165,68.941,31.059,0.0,0.0,9.179,2.164,0.669,70.371
urn:li:member:37542047,43.909,50.391,43.909,0.227,0.227,0.227,78.25,16.156,Normal,3.5113096,0.80233973,10.796138,91.234,0.785,0.029,7.952,31.088,2.414,4.333,38.16
urn:li:member:17431293,37.398,37.398,32.644,0.125,0.125,0.125,84.424,99.343,None,1.9172331,-2.9941869,9.018749,98.154,0.933,0.0,0.913,7.653,9.668,8.039,19.558
urn:li:member:2395212,43.329,51.186,43.329,79.312,79.312,79.312,0.006,97.9,None,5.8787284,-4.7906237,1.152877,0.0,71.493,0.004,28.502,4.479,4.133,3.898,3.003
urn:li:member:1629602,51.478,54.757,51.478,0.682,0.682,0.682,93.665,36.351,Normal,-2.401001,-4.104622,1.6061368,99.996,0.0,0.0,0.004,54.921,8.004,1.302,70.487
urn:li:member:117319629,40.217,44.52,40.217,92.26,92.26,92.26,0.006,92.008,None,4.7041183,-3.35472,6.3441806,0.0,100.0,0.0,0.0,6.409,20.571,9.962,1.923
urn:li:member:4307654,50.685,52.555,50.685,1.73,1.73,1.73,93.449,18.937,None,-1.3755975,-2.695151,-1.869421,100.0,0.0,0.0,0.0,9.599,27.097,1.557,94.719
urn:li:member:3682411,53.303,52.19,53.303,0.353,0.353,0.353,89.69,65.453,Normal,-3.3186994,-8.583372,-5.8071504,0.0,100.0,0.0,0.0,42.877,0.64,1.139,61.661
urn:li:member:95458060,49.372,53.709,49.372,22.69,22.69,22.69,78.614,95.341,None,2.8657758,4.5959144,-3.7551193,0.0,100.0,0.0,0.0,2.374,19.129,5.472,2.182
urn:li:member:89812981,61.356,62.682,61.356,38.951,38.951,38.951,49.411,64.593,None,3.293784,-0.5506918,-1.0305611,0.098,99.901,0.0,0.0,8.168,4.6,4.48,1.351
urn:li:member:142802352,82.0,82.0,76.32,0.956,0.956,0.956,88.295,51.78,None,6.9117556,-13.472286,-5.5007277,91.779,8.221,0.0,0.0,1.621,34.726,11.095,4.23
urn:li:member:1075047,50.021,50.021,49.208,0.407,0.407,0.407,91.905,77.665,None,8.197447,-6.5344405,-1.5772221,0.475,99.525,0.0,0.0,1.71,4.65,17.535,7.265
urn:li:member:9523150,46.22,46.22,47.735,0.115,0.115,0.115,91.189,79.948,None,4.360642,-2.5486374,4.2919235,0.0,100.0,0.0,0.0,56.407,81.355,0.322,18.491
urn:li:member:18007918,81.98,81.98,73.933,0.487,0.487,0.487,61.196,87.821,None,2.1172,-20.394531,14.382558,0.0,100.0,0.0,0.0,0.436,2.861,41.488,2.394
urn:li:member:60845994,43.217,45.303,43.217,0.119,0.119,0.119,77.058,91.172,None,-1.4736559,1.4006095,11.4348755,7.082,30.635,0.312,61.971,34.575,5.893,0.85,23.984
urn:li:member:12696008,55.103,54.315,55.103,5.676,5.676,5.676,86.936,13.027,None,4.0809855,-9.069298,5.9227533,100.0,0.0,0.0,0.0,0.823,12.718,8.299,4.657
urn:li:member:55380801,63.17,65.444,63.17,0.221,0.221,0.221,88.246,58.703,Normal,9.400307,-1.7828159,4.6491055,99.947,0.052,0.0,0.0,1.155,0.699,20.065,4.793
urn:li:member:9610567,56.821,56.821,54.282,2.37,2.37,2.37,60.681,95.12,None,12.326563,7.0930977,-12.1801195,0.054,99.946,0.0,0.0,35.453,1.589,0.542,73.916
urn:li:member:151614385,37.941,36.355,37.941,0.04,0.04,0.04,65.132,1.055,Normal,-0.34854284,-2.5572767,13.981062,99.946,0.006,0.028,0.019,14.717,9.177,4.14,11.094
urn:li:member:124909835,71.773,72.048,71.773,0.368,0.368,0.368,92.025,13.52,None,6.049337,1.5344429,2.6098144,100.0,0.0,0.0,0.0,63.648,4.809,3.707,69.109
urn:li:member:1403195,65.438,58.711,65.438,0.084,0.084,0.084,4.901,93.417,None,17.091928,11.904233,21.95287,0.005,99.994,0.0,0.0,6.739,1.422,1.458,20.918
urn:li:member:258041877,70.665,78.486,70.665,0.099,0.099,0.099,88.272,95.844,None,11.68971,-1.067294,3.2662356,0.0,100.0,0.0,0.0,34.071,33.455,4.237,66.28
urn:li:member:16151431,52.296,52.525,52.296,3.136,3.136,3.136,75.721,89.653,None,-2.4574115,-11.045401,11.120496,0.0,100.0,0.0,0.0,3.164,2.059,15.661,9.897
urn:li:member:159019106,43.526,46.174,43.526,5.868,5.868,5.868,82.367,94.795,Normal,7.3745594,-8.402939,7.2130013,0.0,100.0,0.0,0.0,2.238,12.757,6.782,13.668
urn:li:member:23085189,58.666,57.648,58.666,15.826,15.826,15.826,71.022,91.674,None,13.455177,11.1146145,-5.537708,0.0,100.0,0.0,0.0,5.885,1.998,45.84,5.939
