m_urn,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise
urn:li:member:5730814,0.02,0.061,0.02,5.181,94.645,0.02,0.052
urn:li:member:1011275,0.0,0.0,0.0,99.999,0.0,0.001,0.0
urn:li:member:10794298,0.004,11.747,0.003,88.24,0.002,0.002,0.002
urn:li:member:49305811,0.003,0.013,0.002,99.361,0.002,0.618,0.002
urn:li:member:9629539,0.007,0.003,0.003,87.843,12.135,0.003,0.007
urn:li:member:7039045,0.0,0.0,0.001,99.995,0.0,0.003,0.0
urn:li:member:157027286,0.0,0.001,0.0,0.113,99.877,0.0,0.009
urn:li:member:19493690,0.0,0.0,0.0,99.999,0.0,0.001,0.0
urn:li:member:37995759,10.414,0.112,0.857,6.472,72.364,7.986,1.796
urn:li:member:171719262,0.025,8.778,0.047,90.821,0.025,0.025,0.278
urn:li:member:238458562,0.069,0.069,32.082,23.326,42.008,2.378,0.069
urn:li:member:1249230,0.0,0.0,0.0,97.794,2.206,0.0,0.0
urn:li:member:71454220,0.015,0.004,0.015,99.818,0.124,0.007,0.016
urn:li:member:175235945,0.001,4.938,0.001,95.049,0.004,0.001,0.005
urn:li:member:103788,0.003,0.035,0.163,98.725,1.068,0.003,0.003
urn:li:member:141803332,0.034,0.651,0.012,39.275,59.555,0.462,0.012
urn:li:member:8367341,0.0,0.016,0.01,99.973,0.0,0.0,0.0
urn:li:member:74341258,0.0,0.001,0.0,99.988,0.01,0.0,0.0
urn:li:member:8397575,0.027,0.185,0.678,96.837,1.595,0.652,0.027
urn:li:member:85560236,0.0,0.001,0.0,1.302,98.692,0.0,0.005
urn:li:member:196479054,0.002,0.272,0.002,0.693,98.999,0.03,0.002
urn:li:member:18745410,0.003,1.229,0.003,98.717,0.015,0.03,0.003
urn:li:member:208064084,0.159,0.244,0.037,87.632,11.046,0.845,0.037
urn:li:member:933523,0.005,0.001,0.021,99.967,0.002,0.002,0.001
urn:li:member:16435780,0.078,0.035,0.006,99.861,0.006,0.008,0.006
urn:li:member:1173624,3.32,5.957,4.235,40.411,42.769,2.87,0.437
urn:li:member:168955403,0.029,0.029,0.029,5.076,17.457,0.061,77.32
urn:li:member:70942101,0.005,0.009,0.005,99.337,0.313,0.212,0.117
urn:li:member:39968571,20.402,77.036,0.004,2.555,0.001,0.001,0.001
urn:li:member:2399572,0.013,0.029,0.049,96.806,3.054,0.013,0.037
urn:li:member:59996041,0.002,0.002,0.002,52.488,47.353,0.152,0.002
urn:li:member:2622529,0.014,0.014,0.014,29.112,70.046,0.703,0.097
urn:li:member:1075322,0.003,0.0,0.0,99.842,0.154,0.0,0.0
urn:li:member:130684,0.073,4.386,51.567,42.736,0.04,0.04,1.158
urn:li:member:108481254,0.003,0.0,0.0,99.997,0.0,0.0,0.0
urn:li:member:16523842,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:593358123,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:223721624,0.003,94.09,0.202,5.548,0.079,0.074,0.003
urn:li:member:1975342,0.0,0.0,0.0,8.68,91.318,0.002,0.0
urn:li:member:14139597,0.009,0.026,0.009,95.801,0.009,0.237,3.908
urn:li:member:6075146,0.001,0.002,0.0,99.996,0.0,0.0,0.001
urn:li:member:20199438,0.002,62.104,0.022,37.855,0.002,0.002,0.013
urn:li:member:14971921,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:310312556,0.567,0.026,0.026,67.071,31.961,0.026,0.323
urn:li:member:239793593,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:18169760,0.011,0.001,0.01,0.374,99.597,0.004,0.001
urn:li:member:58576413,0.003,0.012,0.011,99.941,0.015,0.014,0.006
urn:li:member:152081345,0.002,0.093,0.013,97.812,0.002,2.074,0.002
urn:li:member:455530,0.737,0.006,0.183,64.914,0.006,34.144,0.01
urn:li:member:46169900,0.0,0.006,0.0,99.991,0.002,0.0,0.0
urn:li:member:112991237,0.002,0.002,0.03,98.996,0.002,0.815,0.155
urn:li:member:5235797,90.753,0.446,1.103,2.765,1.887,2.599,0.446
urn:li:member:111834802,0.0,0.0,0.0,0.0,99.916,0.001,0.083
urn:li:member:17909355,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:1183240,0.002,0.004,0.002,0.469,99.518,0.002,0.002
urn:li:member:12765465,0.015,0.0,0.0,99.973,0.0,0.0,0.011
urn:li:member:108835019,0.002,0.087,0.066,99.808,0.002,0.035,0.002
urn:li:member:26409585,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:3301698,2.668,0.102,0.102,0.102,23.156,70.889,2.982
urn:li:member:12300519,0.07,0.001,0.001,99.908,0.001,0.001,0.018
urn:li:member:48644727,0.001,1.878,0.001,98.095,0.001,0.008,0.018
urn:li:member:169066519,0.0,0.0,0.0,99.9,0.002,0.096,0.001
urn:li:member:1204217,0.069,6.726,0.069,86.073,3.835,0.069,3.159
urn:li:member:214432252,0.158,0.718,0.609,0.664,97.838,0.006,0.006
urn:li:member:193865631,0.0,0.0,0.0,99.999,0.0,0.0,0.001
urn:li:member:11182974,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:463610,0.164,0.007,0.53,99.237,0.004,0.006,0.052
urn:li:member:83958493,0.0,0.027,0.001,99.968,0.0,0.003,0.002
urn:li:member:6348855,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:26048226,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:94536292,0.001,0.02,0.313,99.659,0.001,0.003,0.002
urn:li:member:57576084,0.005,0.002,0.002,0.056,40.928,0.443,58.563
urn:li:member:34011249,0.0,0.0,0.0,99.998,0.001,0.0,0.0
urn:li:member:20066676,0.05,0.001,0.0,99.949,0.0,0.0,0.0
urn:li:member:110862518,0.001,0.001,0.378,0.015,99.592,0.011,0.002
urn:li:member:62897307,1.342,0.008,0.011,98.455,0.143,0.024,0.017
urn:li:member:1502833,0.001,0.001,1.239,98.741,0.013,0.004,0.001
urn:li:member:193258432,0.021,0.001,0.026,99.951,0.0,0.0,0.0
urn:li:member:271626,0.005,0.317,0.052,99.507,0.005,0.01,0.105
urn:li:member:15604135,0.001,0.003,0.097,99.876,0.001,0.021,0.001
urn:li:member:29023703,0.002,0.006,0.002,99.237,0.747,0.005,0.002
urn:li:member:15329353,0.138,0.379,0.001,99.48,0.001,0.001,0.001
urn:li:member:47793236,0.0,0.0,0.0,98.969,1.03,0.0,0.0
urn:li:member:5449269,0.0,0.0,0.001,99.999,0.0,0.0,0.0
urn:li:member:1878904,0.0,0.0,0.03,99.966,0.0,0.002,0.001
urn:li:member:24394819,39.838,8.584,2.774,42.848,3.476,0.245,2.236
urn:li:member:18786596,0.0,0.0,0.0,0.048,99.952,0.0,0.0
urn:li:member:57417402,0.033,0.041,31.931,67.948,0.004,0.004,0.04
urn:li:member:14946608,66.291,1.613,6.467,8.816,0.697,0.446,15.67
urn:li:member:5670367,0.0,0.057,0.0,99.942,0.0,0.0,0.0
urn:li:member:19817474,0.048,28.461,0.048,69.59,0.264,1.536,0.051
urn:li:member:147948052,0.007,0.005,0.005,99.909,0.026,0.015,0.032
urn:li:member:23246988,0.025,0.092,0.001,93.935,5.942,0.004,0.001
urn:li:member:61102469,0.014,0.003,0.004,10.084,89.878,0.015,0.003
urn:li:member:24246395,0.007,0.006,0.006,95.493,1.458,2.985,0.044
urn:li:member:62765881,0.001,0.019,0.005,99.969,0.001,0.004,0.001
urn:li:member:33153511,0.405,0.001,0.001,0.004,99.567,0.009,0.013
urn:li:member:17211877,10.23,0.024,0.024,89.448,0.056,0.024,0.195
urn:li:member:5153085,0.044,4.273,0.044,88.514,7.039,0.044,0.044
urn:li:member:84683024,0.023,0.003,0.003,99.948,0.003,0.003,0.018
urn:li:member:2593801,0.096,0.023,0.023,89.128,4.418,0.023,6.288
urn:li:member:29087524,0.004,0.001,0.021,99.972,0.001,0.0,0.001
urn:li:member:27517116,4.542,43.051,15.865,30.335,3.768,0.687,1.752
urn:li:member:22891053,0.0,0.0,0.004,99.995,0.0,0.0,0.0
urn:li:member:15008056,0.001,0.0,0.0,99.998,0.0,0.0,0.0
urn:li:member:11870593,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:206019345,0.017,0.017,0.081,93.819,0.017,0.094,5.954
urn:li:member:20238564,0.0,0.0,0.001,99.995,0.0,0.005,0.0
urn:li:member:112466741,0.0,0.011,0.0,42.52,57.468,0.0,0.0
urn:li:member:5678325,0.119,0.003,0.003,99.789,0.002,0.002,0.082
urn:li:member:175706838,0.0,0.0,0.0,99.934,0.063,0.001,0.001
urn:li:member:853682,0.023,0.01,0.0,99.966,0.0,0.0,0.0
urn:li:member:6820454,0.0,0.009,0.0,99.991,0.0,0.0,0.0
urn:li:member:540101351,0.004,0.005,1.561,98.389,0.004,0.028,0.009
urn:li:member:26456691,0.002,0.009,0.042,99.812,0.035,0.099,0.002
urn:li:member:227636348,0.001,0.413,0.001,99.58,0.001,0.001,0.003
urn:li:member:59185775,0.313,0.037,0.037,54.073,44.022,1.481,0.037
urn:li:member:13165301,0.0,0.0,0.0,0.213,99.786,0.001,0.0
urn:li:member:56617476,0.0,0.0,0.0,0.001,99.998,0.0,0.0
urn:li:member:122792379,0.0,0.026,0.0,99.973,0.0,0.001,0.0
urn:li:member:24802402,0.019,0.004,0.0,99.976,0.0,0.0,0.0
urn:li:member:95491096,0.041,0.002,0.002,99.117,0.691,0.145,0.002
urn:li:member:327189801,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:119085888,0.03,0.03,0.054,3.77,92.804,0.03,3.282
urn:li:member:125120702,0.002,0.011,0.0,99.987,0.0,0.0,0.0
urn:li:member:41527283,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:87275688,0.001,0.001,0.001,0.235,99.761,0.001,0.001
urn:li:member:75383460,0.0,0.0,0.0,0.003,99.997,0.0,0.0
urn:li:member:99560748,0.373,0.006,0.019,0.11,99.463,0.016,0.013
urn:li:member:81164766,0.005,0.075,0.005,89.481,7.408,2.993,0.033
urn:li:member:6025310,0.005,0.002,0.002,99.804,0.002,0.184,0.002
urn:li:member:209517457,0.0,0.002,0.0,99.998,0.0,0.0,0.0
urn:li:member:2714995,0.131,1.709,0.003,98.149,0.004,0.003,0.003
urn:li:member:396123513,0.001,0.035,0.001,99.662,0.292,0.008,0.001
urn:li:member:19370115,0.01,1.27,0.01,84.403,13.969,0.329,0.01
urn:li:member:118354851,0.022,0.08,0.022,31.03,68.619,0.122,0.104
urn:li:member:48404279,0.001,0.001,0.001,99.968,0.001,0.004,0.025
urn:li:member:2201441,0.003,0.016,0.011,1.549,0.029,98.388,0.004
urn:li:member:9371492,4.139,0.067,0.067,2.137,91.924,1.6,0.067
urn:li:member:5404466,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:38518173,0.0,0.033,0.0,99.965,0.001,0.0,0.0
urn:li:member:47032172,0.0,0.0,0.174,99.826,0.0,0.0,0.0
urn:li:member:95805941,0.0,0.016,0.0,99.962,0.0,0.022,0.0
urn:li:member:124618739,0.021,5.445,0.021,0.147,93.937,0.35,0.078
urn:li:member:38142068,0.146,0.656,99.193,0.001,0.001,0.001,0.002
urn:li:member:397201848,0.0,0.0,0.0,0.0,100.0,0.0,0.0
urn:li:member:82763345,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:138143441,0.013,0.0,0.0,99.98,0.0,0.0,0.005
urn:li:member:308252508,0.007,0.022,0.007,99.23,0.666,0.008,0.06
urn:li:member:105611612,0.06,3.86,0.179,79.453,12.482,3.177,0.788
urn:li:member:43044904,0.001,0.023,0.001,99.926,0.047,0.001,0.001
urn:li:member:35275152,0.012,0.043,0.012,2.56,97.104,0.208,0.061
urn:li:member:54049502,0.001,0.001,0.001,99.97,0.014,0.01,0.003
urn:li:member:28535324,0.006,0.024,0.205,89.477,10.073,0.208,0.006
urn:li:member:12284728,0.072,0.004,0.004,75.269,24.641,0.004,0.004
urn:li:member:17515108,1.689,0.024,0.029,0.024,96.018,1.13,1.086
urn:li:member:78694626,0.0,0.0,0.001,99.91,0.001,0.0,0.087
urn:li:member:336702,0.217,0.066,0.03,98.068,1.06,0.03,0.529
urn:li:member:30611760,1.757,0.003,0.007,98.229,0.001,0.001,0.001
urn:li:member:27809469,0.008,0.188,0.005,94.579,0.473,4.741,0.005
urn:li:member:57855519,0.036,15.476,0.036,80.672,1.971,0.036,1.772
urn:li:member:2195428,0.0,0.0,0.0,99.998,0.0,0.001,0.0
urn:li:member:16738528,0.038,0.039,0.038,97.368,0.099,2.379,0.038
urn:li:member:66238066,0.001,0.001,0.001,99.965,0.022,0.001,0.01
urn:li:member:46428440,0.825,0.024,0.103,2.583,0.315,96.129,0.021
urn:li:member:111245325,0.038,87.915,0.038,5.011,4.846,1.997,0.155
urn:li:member:18922653,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:3354963,0.015,0.047,0.007,96.563,3.353,0.007,0.007
urn:li:member:10793260,6.519,0.314,0.073,0.649,90.279,0.53,1.636
urn:li:member:4046334,0.021,0.001,0.001,7.127,92.849,0.001,0.001
urn:li:member:167115001,0.011,0.811,0.002,93.634,5.537,0.002,0.002
urn:li:member:25929373,0.015,0.002,0.002,96.367,3.203,0.405,0.006
urn:li:member:64668534,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:24557403,0.001,0.015,0.001,99.918,0.015,0.043,0.008
urn:li:member:54478047,0.0,0.0,0.001,99.957,0.0,0.001,0.04
urn:li:member:23706262,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:106549986,0.0,0.0,0.0,0.375,99.624,0.0,0.0
urn:li:member:16141764,0.0,0.0,0.0,99.992,0.007,0.0,0.001
urn:li:member:17071431,0.005,0.004,0.273,99.715,0.001,0.001,0.001
urn:li:member:4042118,0.006,0.017,0.001,99.973,0.001,0.001,0.001
urn:li:member:14358380,0.064,0.064,0.064,5.396,38.361,55.988,0.064
urn:li:member:130684879,0.038,3.416,0.21,14.92,75.681,0.038,5.697
urn:li:member:4232628,0.0,0.0,0.0,99.953,0.001,0.045,0.0
urn:li:member:32061376,0.02,0.036,0.02,93.992,4.846,1.066,0.02
urn:li:member:2652460,0.001,0.001,0.001,0.002,95.181,0.001,4.814
urn:li:member:46617789,0.048,0.012,0.001,99.925,0.001,0.01,0.001
urn:li:member:68386828,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:154609316,0.001,0.002,0.008,99.86,0.001,0.126,0.002
urn:li:member:242861355,0.0,2.881,0.0,97.113,0.005,0.0,0.0
urn:li:member:113060124,0.002,0.0,0.01,99.987,0.0,0.0,0.0
urn:li:member:13925176,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:20932796,0.002,0.002,0.002,4.652,0.033,0.002,95.307
urn:li:member:34744081,0.001,0.003,0.001,99.726,0.001,0.001,0.265
urn:li:member:109029729,0.0,0.003,0.0,99.997,0.0,0.0,0.0
urn:li:member:13861438,0.0,0.022,0.0,99.975,0.0,0.001,0.002
urn:li:member:31439043,0.0,0.002,0.0,99.998,0.0,0.0,0.0
urn:li:member:72831506,0.003,0.063,0.003,98.62,0.596,0.003,0.713
urn:li:member:13862549,0.038,0.0,0.0,99.943,0.0,0.0,0.018
urn:li:member:95141439,0.139,2.147,0.005,42.009,55.692,0.005,0.005
urn:li:member:150756,0.004,0.004,0.004,44.585,55.365,0.004,0.034
urn:li:member:83341672,0.0,0.0,0.0,99.989,0.001,0.009,0.0
urn:li:member:24185834,0.0,0.0,0.0,99.98,0.0,0.001,0.019
urn:li:member:133722030,4.337,0.138,85.847,5.69,1.473,2.376,0.138
urn:li:member:24653027,0.0,0.0,0.0,99.996,0.0,0.0,0.003
urn:li:member:106783598,0.01,0.063,0.0,99.925,0.0,0.0,0.001
urn:li:member:214105262,0.0,0.001,0.0,99.996,0.002,0.0,0.0
urn:li:member:1189883,0.003,0.003,0.003,1.43,98.511,0.048,0.003
urn:li:member:282719033,0.001,0.011,0.0,99.975,0.0,0.0,0.012
urn:li:member:47506511,0.004,0.004,0.011,97.86,2.104,0.004,0.015
urn:li:member:9847178,0.0,0.0,0.0,99.985,0.013,0.001,0.0
urn:li:member:7586480,0.002,0.002,0.002,0.097,99.846,0.039,0.013
urn:li:member:60912850,0.02,0.02,0.023,0.663,91.18,0.02,8.075
urn:li:member:4559812,0.0,0.003,0.0,99.993,0.001,0.001,0.0
urn:li:member:438680,0.035,0.004,0.004,83.181,16.75,0.006,0.02
urn:li:member:21035530,0.0,0.003,0.0,99.994,0.003,0.0,0.0
urn:li:member:45982091,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:18378076,0.007,0.078,0.007,87.818,7.183,4.801,0.107
urn:li:member:7167280,0.177,0.125,79.856,19.03,0.125,0.207,0.48
urn:li:member:6427583,0.02,0.033,0.106,0.236,99.452,0.106,0.047
urn:li:member:207715015,5.011,0.066,89.506,0.134,2.428,0.767,2.088
urn:li:member:62380989,0.22,0.01,0.01,93.161,5.496,0.01,1.091
urn:li:member:62722625,0.005,0.05,0.005,99.809,0.061,0.005,0.064
urn:li:member:39917932,0.004,0.008,0.06,95.582,0.004,0.009,4.333
urn:li:member:24743841,0.002,0.002,1.367,98.426,0.2,0.002,0.002
urn:li:member:13052101,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:6419127,0.001,0.009,0.043,99.885,0.02,0.023,0.019
urn:li:member:19912882,0.003,0.017,0.003,0.041,99.727,0.02,0.189
urn:li:member:4465728,0.444,0.0,0.0,99.556,0.0,0.0,0.0
urn:li:member:34624360,0.059,0.0,0.0,99.939,0.001,0.0,0.0
urn:li:member:3864474,0.001,0.037,0.001,99.648,0.309,0.002,0.001
urn:li:member:4571821,0.46,0.074,0.091,22.726,75.76,0.238,0.65
urn:li:member:32500823,0.006,0.002,0.002,99.73,0.255,0.002,0.002
urn:li:member:108193300,23.52,0.026,0.018,0.405,74.523,0.018,1.489
urn:li:member:100857828,0.0,0.001,0.0,0.006,99.965,0.0,0.027
urn:li:member:5352900,0.002,0.325,0.118,99.529,0.002,0.002,0.021
urn:li:member:18562852,0.019,17.623,0.017,82.2,0.01,0.125,0.008
urn:li:member:9284975,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:80572997,0.0,0.0,0.0,92.602,7.397,0.0,0.0
urn:li:member:23331156,0.0,0.0,0.0,99.688,0.312,0.0,0.0
urn:li:member:37198996,0.353,0.185,89.963,4.122,0.572,0.373,4.433
urn:li:member:13366422,31.139,0.065,42.787,0.327,24.274,1.342,0.065
urn:li:member:172300965,0.005,0.065,0.003,99.28,0.453,0.003,0.192
urn:li:member:96525712,0.008,0.967,0.007,98.64,0.362,0.007,0.007
urn:li:member:83901600,0.007,0.378,0.012,30.734,68.79,0.071,0.007
urn:li:member:7529340,0.0,0.0,0.0,99.998,0.001,0.0,0.001
urn:li:member:7560537,6.114,0.003,0.003,0.021,93.848,0.007,0.003
urn:li:member:88088632,0.031,0.003,0.012,0.004,99.653,0.003,0.295
urn:li:member:128121114,0.012,0.119,0.003,99.857,0.003,0.003,0.003
urn:li:member:92638188,0.0,0.0,0.004,99.987,0.0,0.0,0.009
urn:li:member:101901158,0.096,0.096,0.151,15.863,50.662,0.447,32.685
urn:li:member:44562250,0.0,0.0,0.0,99.995,0.004,0.001,0.0
urn:li:member:5246442,2.221,0.007,0.007,97.428,0.09,0.007,0.24
urn:li:member:132216254,0.004,0.004,0.108,98.241,1.634,0.004,0.004
urn:li:member:4544754,0.003,0.06,0.003,36.284,63.639,0.005,0.006
urn:li:member:4007147,1.696,0.275,2.274,84.283,8.783,1.93,0.76
urn:li:member:159692274,0.011,0.009,0.01,0.174,99.479,0.095,0.222
urn:li:member:86775555,0.0,0.0,0.0,99.985,0.015,0.0,0.0
urn:li:member:416648,0.009,0.049,0.009,94.549,0.04,0.009,5.334
urn:li:member:12731789,0.0,0.0,0.0,0.247,99.749,0.0,0.002
urn:li:member:156970872,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:46485889,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:20972043,0.049,0.067,0.02,66.448,33.343,0.02,0.054
urn:li:member:5878660,0.0,0.001,0.0,99.998,0.0,0.0,0.0
urn:li:member:1558369,0.604,0.021,0.049,68.531,30.751,0.021,0.021
urn:li:member:3584386,0.009,0.009,0.014,5.128,94.686,0.144,0.009
urn:li:member:79484651,0.002,0.008,86.992,0.004,1.675,11.318,0.002
urn:li:member:57963381,0.06,29.16,0.06,68.057,2.45,0.154,0.06
urn:li:member:383774,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:1247485,0.019,0.019,0.143,0.203,99.432,0.129,0.056
urn:li:member:27501428,0.001,0.074,0.001,99.919,0.001,0.004,0.001
urn:li:member:83486044,2.488,0.247,16.964,4.086,53.983,21.984,0.247
urn:li:member:122814872,0.118,0.017,0.017,0.229,98.728,0.017,0.873
urn:li:member:32359443,80.201,0.003,0.003,0.003,19.775,0.008,0.009
urn:li:member:135252,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:7844153,0.001,0.001,0.001,99.993,0.0,0.004,0.0
urn:li:member:102102087,0.002,0.001,0.001,0.038,94.795,0.281,4.882
urn:li:member:25538518,0.052,42.457,0.036,4.024,0.039,53.358,0.036
urn:li:member:46274392,0.004,0.015,0.035,0.293,99.361,0.004,0.287
urn:li:member:117335333,0.02,6.516,0.08,91.148,2.216,0.01,0.01
urn:li:member:32462810,0.0,0.005,0.0,99.994,0.0,0.0,0.0
urn:li:member:4745783,0.02,0.657,0.009,96.263,2.994,0.049,0.009
urn:li:member:2451977,0.002,0.09,0.051,99.829,0.026,0.002,0.002
urn:li:member:1107189,0.0,0.001,0.0,99.983,0.0,0.002,0.014
urn:li:member:453992713,0.0,0.0,0.0,99.27,0.532,0.0,0.197
urn:li:member:70048835,0.002,0.003,0.021,0.011,99.529,0.431,0.002
urn:li:member:5386446,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:35221076,0.034,0.007,0.007,7.139,92.63,0.007,0.176
urn:li:member:76589825,0.196,30.708,0.445,50.146,0.674,0.196,17.637
urn:li:member:3074861,0.041,0.024,0.006,99.923,0.003,0.002,0.002
urn:li:member:39192161,0.001,0.025,0.01,99.963,0.001,0.0,0.0
urn:li:member:9297259,0.029,0.262,0.029,40.628,58.721,0.28,0.05
urn:li:member:43977484,0.26,0.423,0.331,98.868,0.011,0.011,0.096
urn:li:member:592687905,0.204,0.001,0.001,99.792,0.001,0.001,0.001
urn:li:member:42904780,33.545,0.594,0.016,0.016,61.26,4.362,0.207
urn:li:member:62570625,0.082,0.082,0.085,89.804,6.859,0.318,2.77
urn:li:member:14572974,0.004,0.059,0.004,2.619,97.306,0.004,0.004
urn:li:member:110932893,0.315,0.082,0.006,98.91,0.667,0.015,0.006
urn:li:member:56633715,0.0,0.0,0.0,99.999,0.001,0.0,0.0
urn:li:member:49787896,65.758,0.049,0.913,32.021,0.049,0.517,0.694
urn:li:member:153354519,0.008,0.015,0.317,99.515,0.008,0.084,0.053
urn:li:member:188213475,0.003,0.002,0.005,0.002,99.876,0.108,0.004
urn:li:member:10811730,0.0,0.002,0.0,35.726,64.271,0.001,0.0
urn:li:member:69112973,0.0,0.0,0.0,99.996,0.003,0.0,0.001
urn:li:member:40774300,0.062,32.525,0.016,17.483,49.794,0.076,0.044
urn:li:member:48715955,0.041,0.028,8.054,1.336,88.148,0.028,2.366
urn:li:member:14192301,0.001,8.393,0.001,0.001,91.573,0.031,0.001
urn:li:member:2743765,0.0,0.0,0.001,99.999,0.0,0.0,0.0
urn:li:member:592671887,0.185,0.0,0.0,0.043,99.728,0.0,0.044
urn:li:member:287985140,0.02,0.023,15.708,0.223,81.376,0.02,2.63
urn:li:member:8919860,0.0,0.0,0.0,0.223,99.759,0.002,0.016
urn:li:member:878470,0.0,0.0,0.0,99.999,0.0,0.001,0.0
urn:li:member:119750374,0.045,0.025,0.809,91.397,7.681,0.018,0.025
urn:li:member:1042924,0.001,0.012,0.0,99.986,0.0,0.001,0.0
urn:li:member:50624355,0.032,4.498,3.069,90.995,0.032,1.113,0.261
urn:li:member:2618259,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:34441578,0.0,0.025,0.033,0.004,99.933,0.004,0.0
urn:li:member:5954750,0.001,0.0,0.0,0.0,99.994,0.0,0.005
urn:li:member:2015673,0.0,0.0,0.0,99.894,0.104,0.0,0.001
urn:li:member:25993990,0.0,0.0,0.0,99.999,0.0,0.001,0.0
urn:li:member:32985176,0.016,0.081,0.064,98.126,1.626,0.069,0.016
urn:li:member:12395581,0.001,0.001,0.0,99.994,0.004,0.0,0.0
urn:li:member:3097600,0.002,0.0,0.007,99.989,0.0,0.002,0.0
urn:li:member:10809387,0.011,0.051,0.166,57.847,41.814,0.011,0.1
urn:li:member:89967377,0.0,0.0,0.0,99.983,0.016,0.0,0.0
urn:li:member:14078529,0.0,0.0,0.001,99.998,0.0,0.0,0.0
urn:li:member:61978144,0.3,34.347,0.225,30.358,30.505,0.893,3.372
urn:li:member:5683336,0.051,1.54,0.051,10.3,87.354,0.051,0.652
urn:li:member:197479999,0.0,0.0,0.0,99.997,0.0,0.0,0.002
urn:li:member:107813586,0.001,0.001,0.001,0.286,99.691,0.005,0.015
urn:li:member:260851886,0.0,0.001,0.021,99.954,0.0,0.0,0.023
urn:li:member:5827269,0.011,0.001,0.002,99.93,0.051,0.001,0.004
urn:li:member:318776,0.017,0.097,8.856,0.017,38.161,0.026,52.826
urn:li:member:19952795,0.0,0.0,0.012,99.988,0.0,0.0,0.0
urn:li:member:126468855,0.269,0.011,0.011,0.108,99.203,0.011,0.388
urn:li:member:13627548,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:1085790,0.001,0.0,0.0,99.995,0.002,0.001,0.001
urn:li:member:48867150,6.658,0.054,0.054,23.035,70.093,0.054,0.054
urn:li:member:94324,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:244924773,0.015,0.146,6.687,92.633,0.484,0.015,0.02
urn:li:member:10528268,0.0,0.0,0.0,99.09,0.905,0.004,0.0
urn:li:member:8741434,0.005,0.058,0.005,95.185,4.459,0.155,0.132
urn:li:member:6821533,0.004,0.946,0.007,98.943,0.004,0.078,0.018
urn:li:member:44123851,0.008,0.008,0.008,0.087,56.991,1.245,41.653
urn:li:member:12098865,0.0,0.0,0.009,99.989,0.0,0.0,0.001
urn:li:member:223051003,0.112,0.001,0.001,99.573,0.306,0.003,0.004
urn:li:member:1814106,0.004,0.014,0.004,99.83,0.039,0.071,0.038
urn:li:member:9175573,0.032,0.341,1.788,80.431,17.077,0.032,0.299
urn:li:member:11152852,0.0,0.001,0.0,96.434,3.563,0.001,0.0
urn:li:member:91360954,0.0,0.0,0.0,6.93,93.064,0.004,0.001
urn:li:member:12730728,0.0,1.306,0.0,98.694,0.0,0.0,0.0
urn:li:member:485505631,0.043,0.048,0.021,98.2,0.985,0.59,0.113
urn:li:member:213776413,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:159223933,0.029,1.097,0.029,0.37,96.746,0.029,1.7
urn:li:member:29493310,0.0,0.021,0.0,0.021,99.387,0.0,0.57
urn:li:member:2699457,0.001,0.002,0.0,0.008,99.988,0.0,0.0
urn:li:member:55167295,0.096,0.15,0.005,99.176,0.005,0.006,0.562
urn:li:member:10495097,0.003,0.932,0.003,95.312,3.48,0.007,0.262
urn:li:member:90003213,0.044,0.17,0.002,99.776,0.002,0.002,0.005
